SECT_EGT;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23;h0;h1;h2;h;h4;h5;h6;h7;h8;h9
9212;16498.8375684616;16039.3951727135;15964.4577395845;14705.1076115965;15693.7885398555;15716.0616722245;16505.9217585415;14706.350065407;16792.9785573696;19167.3879353564;22274.1473587768;23469.1422668747;22825.0614777241;23323.4008417265;24580.6123830625;24580.6123830625;24580.6123830625;24580.6123830625;24313.8664414386;24313.8664414386;23922.4632234341;23892.9612609387;20501.2451185192;18466.2477147806
9302;4973.93291589815;5305.33188189384;4862.66809537652;4868.45397377369;5218.33049611445;5072.92098259065;6433.70934788648;7763.97486307646;8077.81905400191;8804.92550546265;9786.88188055655;9412.21014670143;8986.96834616797;9074.91134573971;9343.19237678413;9532.42953568556;9532.42953568556;9607.6751937705;9532.42953568556;9532.42953568556;8683.07640277754;8744.46601839732;6829.47875149661;5345.67067844312
9303;27996.7110185365;27905.5633547508;23285.7064036505;25240.6998749687;26258.6047499609;23979.3642451821;26502.4084504913;24116.4328866993;23989.8851566784;24474.1339892596;25269.43348749;26450.0673704768;27458.4472832619;30779.7195141067;31208.4318149982;31627.7581983031;32023.0012214092;32023.0012214092;31205.589557281;31205.589557281;30558.9614783217;29585.1071593649;28894.0612365125;29262.6535394657
9304;25743.7305629771;25099.7158397844;22876.7159699868;24724.1348855972;25411.6518621097;26362.3488900683;26764.6290510841;27017.8161475872;23442.173198569;23047.7140896756;21680.7786186076;21423.6920171447;22574.8955767735;21527.4534166183;21527.4534166183;22276.5422879725;22276.5422879725;22276.5422879725;20877.2404808788;20877.2404808788;19588.5250663735;19096.2691518578;20517.1593137487;23150.7017150254
9305;13732.0140705179;13292.2464856985;11666.6823494551;13408.0444721126;15195.8045333994;15388.135878757;14598.0205283923;15597.9036211936;13275.7096849711;14408.8159843166;14595.9911762837;15161.8409534919;16707.2172253095;17469.0601517181;16955.6255259972;17266.0764050851;15947.9645670638;15947.9645670638;16195.0354810138;16422.3294043997;16422.3294043997;15217.1864096807;14067.8441409503;13659.3489322484
9306;18159.7141190074;16759.0713205737;18479.7833395633;17370.1704148342;16782.1466275409;19849.9838186603;16785.4339184978;17573.5156933936;19077.2899424181;20375.0452651104;23901.00654162;25735.7700806097;24831.0878203611;24640.2799752561;24272.5775607398;23842.6473155567;25726.4904036737;25160.759153578;25253.8885455131;25253.8885455131;25112.0403357416;24896.2377142218;21788.6294529994;18164.0936832212
9307;12353.9522977888;11642.5173712554;11870.4665946256;11794.9868655133;11434.2081064182;11747.2004440488;12567.4177641353;12399.8127999146;15858.6481422245;16186.6090254816;18745.496188655;17514.7893332695;18252.8099996147;19652.714321005;19119.9565996068;19448.4478350659;19448.4478350659;19448.4478350659;19760.8007672335;19533.5068438476;18748.2854163045;17729.6496186891;14375.8631250695;12887.8060961874
9308;13634.3253302256;13266.1026797268;12657.3858093375;13707.8294086461;13042.9259792641;11132.4927984667;10316.3840994978;9294.51098721673;11777.2474846858;13950.3962350206;13386.2895028509;14952.7987872948;15432.8872581209;15899.735585798;15899.735585798;16342.4774445333;16342.4774445333;16342.4774445333;16076.9868723042;16076.9868723042;16671.9402845631;15796.8692168302;15522.6632218509;13240.0548132774
9309;21571.6367601451;20148.2320749655;20019.2572808114;21695.6117304623;19885.4842238165;17811.7160659119;18770.2351144033;16604.9644025913;16035.7652773719;17627.3579355276;19062.3798605781;20122.8666737589;20414.7799069097;20964.6774153049;19874.4692710164;19840.8985420403;19840.8985420403;19840.8985420403;21140.1472434823;21249.8727869708;20307.0070736938;19637.748697728;17702.3041964371;21462.5194867255
9310;20576.167246718;23198.2134289442;21659.8590168448;22028.8265669108;20830.4681396468;20106.4707343974;18433.5155677945;19265.3845606718;19604.4457293044;25119.4339718815;28193.3534519069;28309.065988117;27373.7238646869;27934.3997199351;28728.9281335128;28548.5364246317;28548.5364246317;28548.5364246317;28957.6575481703;28957.6575481703;29050.2192667671;27668.3305813695;26178.0180885098;24060.0841925272
9311;17583.2361192725;17935.0452754587;19108.7928139322;17434.5585823038;17900.0933028128;18117.8571918771;19624.7781831304;21571.5418388745;20075.1174230255;19906.3349888943;20201.5140449926;21781.4876846018;21736.4922319172;22713.7175457774;22974.2085318587;23165.8963222505;23366.7719831434;23366.7719831434;23018.2435424267;23018.2435424267;22888.2322274778;22537.3518084648;20737.9704946801;17612.2392058024
9312;44327.585258124;45470.0113771621;43129.0639691694;41981.6070898535;43257.3174723101;43812.2177190941;43149.873581093;37070.9902800707;30994.2164688645;27463.917725943;26484.9144090703;24407.5735618142;25678.9745201474;25846.4042922777;26456.0632577119;26514.9482628569;26931.679281581;26931.679281581;26282.9244211806;26282.9244211806;25305.9744608535;24978.4778856689;28207.752253281;33612.779139791
9402;21964.1519333138;20954.9329799804;22121.2292711324;21907.2771438645;22626.4390606798;24118.1081596087;25456.8843171983;23014.2366636805;20592.8846888378;19389.6431242768;18368.4630884577;16330.3195902343;16228.5935779759;16277.3970425362;16283.7522822221;16711.5987492873;16294.8677305632;16294.8677305632;17562.0047733687;16879.2243334641;16406.649777427;17633.1301941382;19658.3669778409;20127.5704198614
9403;24422.154890976;24888.6439063571;24202.3554333271;25815.089834174;27322.5502675053;24813.4237408026;22427.1583618378;21843.6587935152;20077.0856683809;19486.7581183167;19668.8364677233;19999.0903263352;18890.9385089684;19692.9826098223;20499.5209908992;20499.5209908992;20499.5209908992;20915.5064330845;20966.1690002463;20966.1690002463;20655.8861514492;21183.8992958946;20184.2896268019;23945.2605723387
9404;15955.8301016492;16672.9518212583;16669.5062929397;15368.7255938149;16224.0810812334;16086.8523222686;13981.3668692793;14828.236745919;14161.0599725443;15194.5826421378;17073.5426287783;17710.2591950195;17825.4355982491;18308.5776695477;17942.998897595;17621.8556349935;17113.797754034;17113.797754034;18021.6698392442;18402.099156327;18126.7508613231;17585.114727847;15035.0914207625;14362.8060225075
9405;20386.5154127057;21556.0692488302;21992.7774392281;21291.4083906663;21100.6089654034;20866.9436807449;19686.8670772019;18457.5693428126;19136.8728988893;19972.6401577785;19765.1927226615;19025.9398453363;18820.7265198116;20442.5012800845;21183.47046023;21762.86375934;22270.9216402995;23054.2120396563;21820.1671785336;21820.1671785336;21820.1671785336;22505.7681316776;20828.777111731;21797.9954157457
9406;18564.6399534698;18754.4047270406;19642.4734709761;19176.2548875092;19186.6212536235;18421.4540466667;17429.4636628291;15327.8253043564;14135.8658698329;15608.1340855727;16675.7305054916;16604.8164042401;19400.38824717;19062.5109521736;17235.6279107238;17461.6368909776;17461.6368909776;16908.5296143483;16548.7177514086;16257.1090910447;15938.2443873526;15018.0368743921;15049.5889500552;17649.701503871
9407;20744.9519998503;20925.8814124662;20228.5957319742;21383.4947360325;21105.2757531158;20924.0234726855;22445.1734831788;21537.2346598859;21790.2150337257;21996.6313858317;24411.1986996492;26238.1410735456;25172.2493464962;28872.0370943354;29138.9186993218;28093.0114236052;28093.0114236052;27677.0259814199;27677.0259814199;27677.0259814199;27187.9981913495;26350.4000396243;20803.887505178;16432.3279400202
9408;18176.5933879557;18387.9921679614;17766.876605845;16287.0145870092;14489.8758170518;15071.104661379;16093.5309816504;15311.0738912483;14590.4163213102;15098.7312471338;17097.7405749273;15925.8025612641;17013.9653528359;16227.5894936658;15994.4459973843;16191.8205766802;16297.3217323758;15814.2645784133;16941.8924447844;16941.8924447844;16528.4246366397;16394.6549736107;16579.1751834282;18755.8438902737
9409;37057.3162159651;34805.6653853514;30932.9139607993;29840.7914338204;29694.4714646059;32737.4761843141;31801.8142144334;31925.6397076647;41108.6190495151;43000.002441615;48793.9219998119;50377.8797679613;50506.1745783842;50247.9482868517;51922.2933678883;51922.2933678883;51922.2933678883;51922.2933678883;47980.0604682115;47980.0604682115;47457.4690033339;45975.7778308334;43138.8681495496;36882.9192431317
9410;8614.33234525293;8223.26457704625;8059.86754575678;8620.83887505125;8544.021761162;8793.31873569154;9099.84646309663;7184.82765367726;6663.49203088682;8073.66386328698;11165.3437482064;12600.7122963785;12705.8592012721;12816.7069343892;13394.6743980864;13197.2998187906;13197.2998187906;13574.8558170575;13656.6825945544;13328.2564476703;13227.1248691639;11875.6977372414;8277.22984951911;8598.6545983786
9411;9413.60425270965;10220.2274041689;9548.9995340106;9004.99557008518;8588.10350456789;9445.30289145367;8616.65752028239;8914.66284576282;8389.39401454287;9045.78112284092;8908.92949683073;9211.21436663878;9106.29460066896;9450.39553356353;9719.96919793271;10105.3171442045;10105.3171442045;10105.3171442045;10210.2369101743;10210.2369101743;9702.07677995708;8979.53875939202;6994.5567102188;9721.88749506526
9412;5589.45539632195;5197.75880095329;4571.06653100642;3676.81663904187;2873.04012894071;3501.63432490622;3377.48592598926;3365.72071760284;3305.07590882588;3806.97292877426;6151.68680558985;6189.63186204761;6167.68450928224;6300.5981850907;5353.40411437864;5353.40411437864;5353.40411437864;5353.40411437864;5306.24113784648;5634.66728473061;5634.66728473061;5647.854339358;5231.90870775131;4920.06880207368
9413;10135.8451847148;9621.18167905649;11053.4626105167;10988.6637582581;10963.9440502195;10784.843658123;10310.8559601457;9628.69823090532;10243.2008712746;11639.7494552561;13200.9111992177;14747.6586626424;14938.308144431;15715.8003061733;16756.5363175898;16276.8466476436;16276.8466476436;16276.8466476436;15736.2117792059;15736.2117792059;15970.0712272741;16742.6838136694;13593.4365230728;12162.4509780536
9414;6117.00780833355;5722.49542491232;5470.69964231379;5539.13405522701;6137.91983307756;6691.52477348688;6598.74111432522;7264.11455454381;7275.80978821935;7961.37349221794;9346.5404164707;10206.1842301809;9858.91779338339;10197.5811237495;10133.7817723055;10234.5359784405;10129.0348227449;10293.2009699927;10410.1080334142;10410.1080334142;10147.521476281;9497.56448821831;7665.60001360954;6944.09800758236
9501;16872.0347368581;17450.2448188561;17262.6513290445;16351.4527128513;15477.1081842875;17132.6633897851;18697.7865455149;16903.7285603262;16623.5550204857;21252.9002559894;20114.2727188877;21354.4553080319;21375.4380337399;22347.6737222927;21891.60524536;22407.430649289;22781.9821721402;22781.9821721402;21519.228673999;21314.8912742921;20956.9058472061;19831.2980542054;16969.3743108807;17206.4131579087
9502;14098.3998707472;13156.943451547;13056.5416721406;11020.2892207888;11287.5962589665;12564.8568888014;13868.3268422297;13857.4025586394;11718.8360385886;11305.6358764851;13194.0354884714;13097.605554416;12963.560079733;13162.6441553103;13304.3611630434;13304.3611630434;13304.3611630434;13304.3611630434;12959.6916916144;12959.6916916144;12555.4299670197;11794.4504652183;10754.6474745534;10684.723250995
9503;9026.60168250078;8659.22119189636;9172.15604508533;8906.00570438735;7842.38428753386;8024.95868005476;7794.19023476033;8262.44664901208;8601.79869947984;9741.24215646919;11248.7366920801;10761.3006402361;10761.3006402361;10896.604328877;10957.5640223471;11165.6676772875;11703.7869774197;11703.7869774197;11397.1639717873;11589.6840619703;11399.9847120129;11094.8313260547;8913.83923758728;9786.65892968557
9504;5195.14439654308;4960.6964222824;6242.20070176221;6365.80630412343;6176.95114812214;6270.18361341434;7107.57191750279;5061.95652797219;6720.23840402741;9101.47255115704;10591.0251549481;10986.7202836334;11253.0395994258;11253.0395994258;11428.1389029725;12778.2181229379;12971.6939792052;12971.6939792052;12971.6939792052;12779.1738890222;12627.6058232331;12077.8901265213;9179.33815434139;5483.58761496118
9505;14058.0268128416;14058.0268128416;13271.9644977823;12635.9762737144;14936.4445778383;12884.9457083465;14700.3914139698;14432.7930212187;13075.5822462018;13278.3476184216;13157.7785113563;13923.1476290273;14154.5382976213;14995.6753270727;14995.6753270727;14995.6753270727;14995.6753270727;14793.8505310668;15883.5874324175;16035.3914254218;15953.656354636;14895.4761389791;15026.6295201552;13202.7157691495
9506;10110.9927786016;9954.40011693545;9037.73916162397;11223.6083394711;8068.30665783916;8337.21536330647;8542.2901515474;10173.0622819727;8473.67383074213;10373.7059100678;11041.9326032234;12725.2766508027;12779.1723977046;12779.1723977046;12919.4745187408;12919.4745187408;12919.4745187408;12919.4745187408;12576.4728719641;12165.1629842901;12165.1629842901;12380.908506317;10411.0499725751;10496.0574036605
9507;9863.74812623377;9992.39503213583;10441.6535590715;9980.58698493367;11892.9022379019;12393.0368855673;13103.9312862893;12517.6600014404;12532.5231482273;14312.8154439541;14276.3853945779;13436.9091929479;13436.9091929479;13466.4750655359;12889.5222704439;12889.5222704439;12889.5222704439;13091.3470664499;13832.8779096137;13832.8779096137;13932.1720011435;13029.1825908354;11312.1097118353;9038.98467105156
9508;22432.9110440327;22377.6464973713;21360.821792806;21684.0426859361;23420.2631200276;22550.5100594383;19245.959294433;17495.7624623792;20095.4668945909;22754.1155632107;23057.6534384914;22272.3279984102;21997.6906230325;22340.5893523514;21795.9853505614;21795.9853505614;21795.9853505614;21795.9853505614;21795.9853505614;21795.9853505614;22000.6821218201;21665.3202985315;22295.2797727868;20763.0978454395
9509;10162.9707371285;10044.3713235605;10576.0216877853;11782.1522378178;9971.33624524874;11660.8049181976;13077.6890947371;13409.1412947547;13724.0661851118;17367.0293674421;18315.9240038623;20919.751941266;21098.853109488;21754.5596644861;22899.1259765652;21391.4594194637;21391.4594194637;21391.4594194637;22088.3455369813;22088.3455369813;21272.239894755;17914.7188699045;14508.776227924;10899.9557128013
9510;11252.6157078352;10899.0145681892;10666.4743899053;11814.2889872923;12155.805943877;11662.7770973635;9699.01526837618;12082.6655346885;15361.2216790285;17052.884913606;20020.5122287372;21821.1480705432;23018.630525738;23018.630525738;23018.630525738;22503.7453707574;22503.7453707574;22503.7453707574;22357.1186385888;22357.1186385888;22102.5600746659;19786.4115339813;14983.8810770396;13368.3386395436
9511;11189.998795811;12655.5036041254;13608.0719905099;13012.4947252223;13668.1312479979;12585.8947634325;10580.9733086487;12502.6032796626;13311.0137463881;16906.392034959;19615.1585376521;20164.8726119203;20109.6472503348;20268.6589549544;19822.2547074088;20705.5294428193;20481.8659209473;20481.8659209473;19926.2430882733;19926.2430882733;19926.2430882733;18895.068762449;16149.6387126566;11284.8151618087
9512;11728.6393477379;11313.7042965693;11155.4842124934;11005.8889798766;10292.6195652017;11467.273971251;11932.2544931787;13555.0568038087;16855.3028418817;18022.9892118804;19346.103922182;22551.5069666823;22044.0160041931;22578.2613859943;21678.8268630254;21678.8268630254;21485.3510067581;21485.3510067581;21758.4377416039;21758.4377416039;20950.5068384766;19837.807850282;16783.8036061763;13523.8288575554
9513;7040.51852919952;7543.0483270945;7762.2623922637;7453.50057777743;6964.19130184629;6440.83660714453;5907.39399132141;7141.81148672118;8804.693356662;10903.1265555612;11515.1406829656;12937.9077903306;13683.0999730685;13983.3102460189;13983.3102460189;14185.2908417824;14185.2908417824;14185.2908417824;14613.2749977804;14613.2749977804;14613.2749977804;13573.6153625201;8432.02034045019;6486.59522476555
