qp;nom_qp;reg;epci1;epci2;uu;liste_des_communes;population_municipale_2013
QP001001;Grande Reyssouze Terre Des Fleurs;84;240100628;;01501;Bourg-en-Bresse;6056
QP001002;Croix Blanche;84;240100628;;01501;Bourg-en-Bresse;1830
QP001003;Quartier Jacques Prévert;84;240100750;;00652;Saint-Genis-Pouilly;1807
QP001004;Levant - Tattes;84;240100750;;00652;Ferney-Voltaire;1378
QP001005;Les Courbes De L'Albarine;84;240100883;;01302;Ambérieu-en-Bugey;1677
QP001006;La Plaine - La Forge;84;200042935;;01401;Oyonnax;4467
QP001007;Pré Des Saules;84;200042935;;01401;Bellignat;1034
QP001008;Brillat - Savarin;84;200040350;;01205;Belley;1012
QP001009;Maladière;84;240100610;;00758;Montluel;1092
QP002001;Europe;32;240200261;;02501;Saint-Quentin;6059
QP002002;Faubourg D'Isle;32;240200261;;02501;Saint-Quentin;2763
QP002003;Neuville;32;240200261;;02501;Saint-Quentin;1705
QP002004;Vermandois;32;240200261;;02501;Saint-Quentin;1750
QP002005;Champ Roland Et Bords De L'Oise;32;240200600;;02302;Hirson;1606
QP002006;Gare Et Verrière;32;240200600;;02302;Hirson;994
QP002007;Quartier De L'Artilleur;32;240200428;;02402;La Fère;1311
QP002008;Roosevelt Rebequet;32;240200683;;02402;Tergnier;1315
QP002009;Quartier De La Résidence;32;240200683;;02303;Chauny;1823
QP002010;Montreuil;32;200043495;;02403;Laon;1376
QP002011;Champagne Moulin - Roux;32;200043495;;02403;Laon;4396
QP002012;Saint-Crépin Ouest;32;240200477;;02404;Soissons;2275
QP002013;Presles;32;240200477;;02404;Soissons;5519
QP002014;Chevreux;32;240200477;;02404;Soissons;1035
QP002015;Route De Vivières;32;240200691;;02301;Villers-Cotterêts;1318
QP002016;Blanchard;32;240200618;;02401;Château-Thierry;1168
QP002017;Vaucrises;32;240200618;;02401;Château-Thierry;1769
QP003001;Coeur D'Agglo;84;240300426;;03502;Vichy, Cusset;3887
QP003002;Les Ailes;84;240300426;;03502;Vichy;1681
QP003003;Moulins-Sud;84;240300616;;03401;Moulins;3414
QP003004;Rive Gauche;84;240300608;;03501;Montluçon;2841
QP003005;Fontbouillant;84;240300608;;03501;Montluçon, Prémilhat;1234
QP003006;Bien-Assis;84;240300608;;03501;Montluçon, Domérat;1323
QP004001;Centre Ville - Pigeonnier;93;200034916;;04301;Digne-les-Bains;2100
QP004002;Centre Ville - Saint-Lazare;93;200034700;;04401;Manosque;3427
QP004003;Arc Serrets - Plantiers - Aliziers;93;200034700;;04401;Manosque;2062
QP005001;Haut - Gap;93;200040004;;05401;Gap;1441
QP006001;Las Planas;93;200030195;;06701;Nice;1328
QP006002;Coeur De Ville - Hauts De Vallauris;93;240600585;;06701;Vallauris;3347
QP006003;Ranguin-Frayère;93;200039915;;06701;Cannes, Le Cannet;4029
QP006004;Genêts - Oliviers - Saint-Pierre;93;200039915;;06701;Cannes, Le Cannet;2009
QP006005;Grand Centre;93;200039857;;06701;Grasse;6984
QP006006;Les Fleurs De Grasse;93;200039857;;06701;Grasse;1407
QP006007;La Condamine;93;240600593;;06701;Drap;1555
QP006008;Centre;93;200030195;;06701;Carros;2001
QP006009;Résidence Sociale Nicéa;93;200030195;;06701;Nice;1008
QP006010;Les Moulins - Le Point Du Jour;93;200030195;;06701;Nice, Saint-Laurent-du-Var;7795
QP006011;Les Sagnes;93;200030195;;06701;Nice;1281
QP006012;Centre;93;200030195;;06701;Nice;3859
QP006013;Paillon;93;200030195;;06701;Nice;11919
QP006014;Ariane - Le Manoir;93;200030195;;06701;Nice, Saint-Andre-de-la-Roche;10217
QP006015;Palais Des Expositions;93;200030195;;06701;Nice;1731
QP006016;Centre;93;200030195;;06701;Vence;1958
QP007001;Le Contrat Ville Des Quartiers D’Avenir D’Aubenas;84;240700310;;07402;Aubenas;1776
QP007002;Coeur De Ville;84;240700708;;00551;Le Teil;1178
QP007003;Sud Avenir;84;240700708;;00551;Le Teil;1124
QP007004;Les Hauts De Ville;84;200043917;;07401;Annonay;1822
QP007005;Nouvel Horizon;84;200038933;;07301;Privas;1249
QP008001;Manchester;44;200041630;;08501;Charleville-Mézières;2450
QP008002;Ronde Couture;44;200041630;;08501;Charleville-Mézières;7463
QP008003;La Houillère;44;200041630;;08501;Charleville-Mézières;2020
QP008004;La Couronne;44;200041630;;08501;Charleville-Mézières;1840
QP008005;Torcy Cités;44;200041630;;08401;Sedan;1247
QP008006;Torcy Centre;44;200041630;;08401;Sedan;1113
QP008007;Le Lac - Centre Ancien;44;200041630;;08401;Sedan;5027
QP008008;Coeur De Vie;44;200043156;;08301;Rethel;1287
QP009001;Coeur De Ville;76;240900324;;09203;Saint-Girons;1177
QP009002;Centre Ancien;76;240900381;;09301;Foix;1236
QP009003;Centre Ancien - La Gloriette;76;240900407;;09401;Pamiers;4291
QP010001;Gare;44;241000397;;10601;Troyes;1430
QP010002;Bords De Seine;44;241000397;;10601;Troyes;2951
QP010003;Chantereigne Montvilliers Beau-Toquat;44;241000397;;10601;La Chapelle-Saint-Luc, Les Noës-près-Troyes, Troyes;7736
QP010004;Debussy;44;241000397;;10601;Pont-Sainte-Marie;1684
QP010005;Maugout;44;241000397;;10601;Saint-André-les-Vergers;1461
QP010006;Chartreux;44;241000397;;10601;Troyes;4020
QP010007;Jules Guesde;44;241000397;;10601;Troyes;1695
QP010008;Sénardes;44;241000397;;10601;Troyes;1387
QP010009;Point Du Jour;44;241000397;;10601;Troyes;1189
QP010010;Quartier Des Lumières - Alfred Boucher;44;200000545;;10301;Romilly-sur-Seine;1668
QP011001;Quartier Aude;76;200043487;;11301;Limoux;2050
QP011002;La Conte - Ozanam;76;200035715;;11501;Carcassonne;2060
QP011003;Le Viguier - Saint-Jacques;76;200035715;;11501;Carcassonne;1862
QP011004;Bastide Pont-Vieux;76;200035715;;11501;Carcassonne;3775
QP011005;Fleming La Reille;76;200035715;;11501;Carcassonne;1050
QP011006;Grazailles;76;200035715;;11501;Carcassonne;1084
QP011007;Narbonne Ouest;76;241100593;;11502;Narbonne;4031
QP011008;Narbonne Centre;76;241100593;;11502;Narbonne;4661
QP011009;Narbonne Est;76;241100593;;11502;Narbonne;1692
QP011010;Centre Ville;76;200035863;;11206;Lézignan-Corbières;2993
QP012001;Quatre Saisons;76;241200187;;12402;Onet-le-Château;1540
QP012002;La Bastide;76;241200633;;12301;Villefranche-de-Rouergue;2091
QP013001;Florida Parc;93;241300391;;00759;Marignane;945
QP013002;Quartier Centre Ville;93;241300201;;00759;Berre-l'Étang;1080
QP013003;Saint Henri;93;241300391;;00759;Marseille 16ème arrondissement;2019
QP013004;Notre-Dame;93;241300276;;00759;Gardanne;1226
QP013005;La Viste;93;241300391;;00759;Marseille 15ème arrondissement;2887
QP013006;Roquecoquille;93;200035087;;00754;Châteaurenard;1029
QP013007;La Gavotte - Peyret;93;241300391;;00759;Septèmes-les-Vallons;1403
QP013008;Château Saint Loup;93;241300391;;00759;Marseille 10ème arrondissement;960
QP013009;La Capelette;93;241300391;;00759;Marseille 10ème arrondissement;2043
QP013010;Griffeuille;93;241300417;;00552;Arles;2438
QP013011;Barriol;93;241300417;;00552;Arles;4171
QP013012;Le Trébon;93;241300417;;00552;Arles;2545
QP013013;Centre Historique - Ferrages;93;241300417;;00456;Tarascon;3733
QP013014;Jas-De-Bouffan;93;241300276;;00759;Aix-en-Provence;6900
QP013015;Beisson;93;241300276;;00759;Aix-en-Provence;1312
QP013016;Encagnane;93;241300276;;00759;Aix-en-Provence;4642
QP013017;Corsy;93;241300276;;00759;Aix-en-Provence;1173
QP013018;Secteur Centre;93;241300276;;00759;Vitrolles;6505
QP013019;La Frescoule;93;241300276;;00759;Vitrolles;1162
QP013020;Le Charrel;93;241300268;;00759;Aubagne;2207
QP013021;Mas de Pouane;93;241300409;;00759;Martigues;1430
QP013022;Notre Dame Des Marins;93;241300409;;00759;Martigues;1875
QP013023;Canto Perdrix;93;241300409;;00759;Martigues;1798
QP013024;Les Aigues Douces;93;241300409;;00759;Port-de-Bouc;2353
QP013025;Les Comtes;93;241300409;;00759;Port-de-Bouc;4008
QP013026;Centre Ancien;93;200035087;;00754;Châteaurenard;1081
QP013027;Centre Historique;93;200035087;;00754;Orgon;1087
QP013028;Quartier Béalet-Bessons-Mariélie;93;241300201;;00759;Berre-l'Étang;1961
QP013029;Les Canourgues;93;241300201;;13501;Salon-de-Provence;3648
QP013030;La Monaque;93;241300201;;13501;Salon-de-Provence;1567
QP013031;Centre ville;93;241300391;;00759;Marignane;6094
QP013032;Centre Ville Canet Arnavaux Jean Jaurès;93;241300391;;00759;Marseille 3ème, 1er, 2ème, 14ème,  6ème et 15ème arrondissements;97048
QP013033;La Cravache Le Trioulet;93;241300391;;00759;Marseille 9ème arrondissement;1889
QP013034;La Cayolle;93;241300391;;00759;Marseille 9ème arrondissement;2110
QP013035;La Sauvagère;93;241300391;;00759;Marseille 10ème et 9ème arrondissements;1418
QP013036;Benza;93;241300391;;00759;Marseille 10ème arrondissement;1041
QP013037;Saint Thys;93;241300391;;00759;Marseille 10ème arrondissement;1528
QP013038;Air Bel;93;241300391;;00759;Marseille 11ème, 12ème et 10ème arrondissements;5932
QP013039;La Rouguière;93;241300391;;00759;Marseille 11ème arrondissement;2016
QP013040;Valbarelle Néréïdes Bosquet;93;241300391;;00759;Marseille 11ème arrondissement;2732
QP013041;Les Escourtines;93;241300268;241300391;00759;Marseille 11ème, La Penne-sur-Huveaune;1093
QP013042;Malpassé Corot;93;241300391;;00759;Marseille 13ème arrondissement;10439
QP013043;Balustres Cerisaie;93;241300391;;00759;Marseille 13ème arrondissement;2122
QP013044;Frais Vallon Le Clos La Rose;93;241300391;;00759;Marseille 13ème arrondissement;8777
QP013045;Le Petit Séminaire;93;241300391;;00759;Marseille 13ème et 12ème arrondissements;1428
QP013046;La Marie;93;241300391;;00759;Marseille 13ème arrondissement;1256
QP013047;Les Olives;93;241300391;;00759;Marseille 13ème arrondissement;882
QP013048;La Simiane La Paternelle;93;241300391;;00759;Marseille 14ème arrondissement;3123
QP013049;Bon Secours Les Rosiers Marine Bleue Grand Saint Barthélémy Saint Jérôme;93;241300391;;00759;Marseille 14ème et 13ème arrondissements;24803
QP013050;Le Castellas Les Micocouliers Saint Joseph;93;241300391;;00759;Marseille 14ème et 15ème arrondissements;3556
QP013051;La Castellane La Bricarde Plan D'Aou Saint Antoine;93;241300391;;00759;Marseille 15ème et 16ème arrondissements;10040
QP013052;Consolat Ruisseau Mirabeau;93;241300391;;00759;Marseille 15ème et 16ème arrondissements;4456
QP013053;La Calade Campagne Lévèque;93;241300391;;00759;Marseille 15ème arrondissement;4692
QP013054;Les Aygalades;93;241300391;;00759;Marseille 15ème arrondissement;1660
QP013055;Kalliste La Granière La Solidarité;93;241300391;;00759;Marseille 15ème arrondissement;8191
QP013056;La Savine;93;241300391;;00759;Marseille 15ème arrondissement;2602
QP013057;Les Tilleuls La Maurelette;93;241300391;;00759;Marseille 15ème arrondissement;2262
QP013058;La Cabucelle;93;241300391;;00759;Marseille 15ème et 2ème arrondissements;14231
QP013059;La Visitation - Bassens;93;241300391;;00759;Marseille 14ème et 15ème arrondissements;1814
QP013060;Saint André;93;241300391;;00759;Marseille 16ème arrondissement;1788
QP013061;Le Prépaou;93;241300177;;00759;Istres;3048
QP013062;La Carraire;93;241300177;;00759;Miramas;1623
QP013063;La Maille;93;241300177;;00759;Miramas;5769
QP013064;La Soude Bengale;93;241300391;;00759;Marseille 9ème arrondissement;1982
QP013065;Caillols La Moularde;93;241300391;;00759;Marseille 12ème arrondissement;1758
QP014001;Chemin Vert;28;200033157;;14601;Caen;4125
QP014002;Grâce De Dieu;28;200033157;;14601;Caen, Fleury-sur-Orne;3908
QP014003;Guérinière;28;200033157;;14601;Caen, Ifs;4138
QP014004;Pierre Heuzé;28;200033157;;14601;Caen;2159
QP014005;Calvaire Saint Pierre;28;200033157;;14601;Caen;1532
QP014006;Centre Ville;28;200033157;;14601;Colombelles;1330
QP014007;Grande Delle - Val - Belles Portes - Grand Parc - Haute Folie;28;200033157;;14601;Hérouville-Saint-Clair;8624
QP014008;Canteloup - Marronniers - Honfleur;28;241400886;;00363;Honfleur;1343
QP014009;Hauteville;28;200033124;;14401;Lisieux;3522
QP015001;Aurillac Sud;84;241500230;;15401;Aurillac;1218
QP016001;Basseau - Grande Garenne;75;241600253;;16601;Angoulême;3539
QP016002;Ma Campagne;75;241600253;;16601;Angoulême;1923
QP016003;Bel Air - La Grand Font;75;241600253;;16601;Angoulême;2543
QP016004;L'Etang Des Moines;75;241600253;;16601;La Couronne;1291
QP016005;Champ De Manoeuvre;75;241600253;;16601;Soyaux;3286
QP016006;Crouin;75;241600345;;16401;Cognac;1898
QP017001;Mireuil;75;241700434;;17601;La Rochelle;6123
QP017002;Villeneuve-Les-Salines;75;241700434;;17601;La Rochelle;5642
QP017003;Bellevue - Boiffiers;75;200036473;;17401;Saintes;2087
QP017004;Centre Ville - Avant-Garde;75;200041762;;17403;Rochefort;2362
QP017005;Le Petit Marseille;75;200041762;;17403;Rochefort;1106
QP017006;Eco quartier l'Yeuse-La Robinière;75;241700640;;17402;Royan;1207
QP017007;Port-Neuf;75;241700434;;17601;La Rochelle;1606
QP018001;Bourges Nord;24;241800507;;18501;Bourges;9503
QP018002;Val D'Auron - Bourges;24;241800507;;18501;Bourges;2465
QP018003;Le Vernet - Saint Amand Montrond;24;200036135;;18301;Saint-Amand-Montrond;1578
QP018004;Clos Du Roy - Centre Ville - Vierzon;24;200033207;;18401;Vierzon;4581
QP019001;Rivet;75;200043172;;00554;Brive-la-Gaillarde;1144
QP019002;Tujac;75;200043172;;00554;Brive-la-Gaillarde;2912
QP019003;Les Chapélies;75;200043172;;00554;Brive-la-Gaillarde;1714
QP021001;Saint Jacques;27;200006682;;21401;Beaune;1665
QP021002;Le Mail;27;242100410;;21701;Chenôve;4887
QP021003;Fontaine D'Ouche;27;242100410;;21701;Dijon;7466
QP021004;Les Grésilles;27;242100410;;21701;Dijon;4333
QP021005;Le Bief Du Moulin;27;242100410;;21701;Longvic;1192
QP021006;Le Belvédère;27;242100410;;21701;Talant;2576
QP022001;Ar Santé - Les Fontaines;53;200048775;;22403;Lannion;993
QP022002;Ker Uhel;53;200048775;;22403;Lannion;932
QP022003;Iroise;53;242200517;;22501;Ploufragan;998
QP022004;Croix Saint-Lambert - Ville Oger;53;242200517;;22501;Saint-Brieuc;1632
QP022005;Le Plateau - Europe - Balzac;53;242200517;;22501;Saint-Brieuc;4128
QP022006;Point Du Jour;53;242200517;;22501;Saint-Brieuc;1183
QP022007;La Fontaine Des Eaux;53;200043255;;22402;Dinan;1208
QP023001;L'Albatros;75;200034825;;23301;Guéret;1892
QP024001;Rive Gauche;75;200034817;;00553;Bergerac;1775
QP024002;Quartier Des Deux Rives;75;200034817;;00553;Bergerac;2655
QP024003;Quartier Nord;75;200034817;;00553;Bergerac;1133
QP024004;Chamiers;75;200040392;;24501;Coulounieix-Chamiers;1192
QP024005;La Boucle De L'Isle;75;200040392;;24501;Périgueux, Coulounieix-Chamiers;1474
QP025001;Le Grand Longs Traits;27;242500338;;25401;Pontarlier;996
QP025002;Grette;27;242500361;;25602;Besançon;1137
QP025003;Orchamps - Palente;27;242500361;;25602;Besançon;2938
QP025004;Planoise;27;242500361;;25602;Besançon;15286
QP025005;Montrapon;27;242500361;;25602;Besançon;1919
QP025006;Clairs Soleils;27;242500361;;25602;Besançon;1600
QP025007;Les Champs Montants;27;242503886;;25601;Audincourt;1840
QP025008;Champvallon;27;242503886;;25601;Bethoncourt;2907
QP025009;Les Fougères;27;242503886;;25601;Grand-Charmont;1191
QP025010;Chiffogne;27;242503886;;25601;Montbéliard;2186
QP025011;Petite Hollande;27;242503886;;25601;Montbéliard;7413
QP025012;Les Evoironnes;27;242503886;;25601;Sochaux;1630
QP025013;Les Buis;27;242503886;;25601;Valentigney;2270
QP026001;Centre Ancien;84;200040483;;26501;Romans-sur-Isère;2314
QP026002;Quartiers Ouest;84;200040459;;00551;Montélimar;2404
QP026003;Nocaze;84;200040459;;00551;Montélimar;1531
QP026004;Centre Ancien;84;200040459;;00551;Montélimar;2718
QP026005;Quartier Est;84;200040483;;26501;Romans-sur-Isère;3797
QP026006;Polygone;84;200040483;;00651;Valence;2189
QP026007;Les Hauts De Valence;84;200040483;;00651;Valence;8439
QP026008;Valensoles;84;200040483;;00651;Valence;1534
QP026009;Chamberlière;84;200040483;;00651;Valence;1195
QP026010;Le Roc;84;200042901;;26301;Pierrelatte;3237
QP026011;Coeur De Loriol;84;242600252;;26303;Loriol-sur-Drôme;1628
QP026012;Clairval;84;200040491;;00273;Saint-Rambert-d'Albon;926
QP027001;Valmeux - Blanchères;28;242700649;;27401;Vernon;3587
QP027002;Boutardes;28;242700649;;27401;Vernon;988
QP027003;La Madeleine;28;242700573;;27501;Évreux;10501
QP027004;Nétreville;28;242700573;;27501;Évreux;2356
QP027005;Navarre;28;242700573;;27501;Évreux;1403
QP027006;Maison-Rouge;28;200035665;;27402;Louviers;1049
QP027007;Acacias - La Londe - Les Oiseaux;28;200035665;;27402;Louviers;1362
QP027008;Centre Ville;28;200035665;;27402;Val-de-Reuil;7168
QP027009;Le Bourg Le Comte;28;242700581;;27301;Bernay;1359
QP027010;L'Europe;28;242700367;;27303;Pont-Audemer;1402
QP027011;La Passerelle;28;242700367;;27303;Pont-Audemer, Saint-Germain-Village;1297
QP028001;Les Vauvettes;24;200040277;;28401;Vernouillet;1078
QP028002;Quartier Des Clos;24;200033181;;28501;Chartres;2553
QP028003;Vieux Puits;24;200033181;;28501;Lucé;1934
QP028004;Bruxelles - Arcades - Béguines;24;200033181;;28501;Lucé;2168
QP028005;Tallemont - Bretagne;24;200033181;;28501;Mainvilliers;2310
QP028006;Les Bâtes Tabellionne;24;200040277;;28401;Dreux, Vernouillet;4927
QP028007;Les Rochelles - Barthou;24;200040277;;28401;Dreux;1289
QP028008;Dunant - Kennedy;24;200040277;;28401;Dreux;6485
QP028009;Camus - Schweitzer;24;242852598;;28302;Châteaudun;2728
QP028010;Le Val;24;200006971;;28301;Nogent-le-Rotrou;1628
QP029001;Kerandon;53;242900769;;29404;Concarneau;1229
QP029002;Kermoysan;53;242900728;;29501;Quimper;3792
QP029003;Kerourien;53;242900314;;29701;Brest;1205
QP029004;Bellevue;53;242900314;;29701;Brest;7357
QP029005;Keredern;53;242900314;;29701;Brest;2040
QP029006;Lambezellec Bourg;53;242900314;;29701;Brest;1168
QP029007;Pontanezen;53;242900314;;29701;Brest;2408
QP029008;Queliverzan Pontaniou;53;242900314;;29701;Brest;1930
QP029009;Kerangoff Loti;53;242900314;;29701;Brest;1444
QP02A001;Pifano;94;200040764;;2A301;Porto-Vecchio;1012
QP02A002;Salines;94;242010056;;2A501;Ajaccio;1808
QP02A003;Les Jardins De l'Empereur;94;242010056;;2A501;Ajaccio;1025
QP02B001;Quartier Sud;94;242000354;;2B501;Bastia;7310
QP02B002;Centre Ancien;94;242000354;;2B501;Bastia;3122
QP030001;Près Saint Jean - Cévennes - Tamaris - Cauvel-la Royale - Rochebelle - Centre ville;76;200035152;;30501;Alès;14621
QP030002;Centre Ville;76;200035152;;30501;Anduze;1134
QP030003;Pissevin - Valdegour;76;243000643;;30601;Nîmes;15597
QP030004;Gambetta-Richelieu;76;243000643;;30601;Nîmes;6862
QP030005;Chemin-Bas D'Avignon - Clos D'Orville;76;243000643;;30601;Nîmes;7264
QP030006;Mas De Mingue;76;243000643;;30601;Nîmes;3014
QP030007;Route De Beaucaire;76;243000643;;30601;Nîmes;1722
QP030008;Némausus-Jonquilles - Haute Magaille - Oliviers;76;243000643;;30601;Nîmes;3374
QP030009;Sabatot - Centre Ancien;76;243000643;;30303;Saint-Gilles;3272
QP030010;Escanaux - Coronelle - Citadelle - Vigan Braquet;76;200034692;;30401;Bagnols-sur-Cèze;4006
QP030011;Centre Ville;76;200034692;;30304;Pont-Saint-Esprit;1353
QP030012;La Moulinelle;76;243000585;;00456;Beaucaire;1941
QP030013;Centre Ville;76;243000585;;00456;Beaucaire;4374
QP030014;L'Ecusson;76;200035129;;30501;Saint-Ambroix;1234
QP030015;Les Costières;76;243000593;;30302;Vauvert;2734
QP030016;Centre Ville - Arboux;76;243000551;;30213;La Grand-Combe;2421
QP030017;Trescol - La Levade;76;243000551;;30213;La Grand-Combe;1012
QP030018;Quartier Prioritaire D'Uzès;76;200034379;;30301;Uzès;1261
QP031001;Saint Jean;76;243100690;;31701;Muret;2938
QP031002;Centre Ouest;76;243100690;;31701;Muret;1948
QP031003;Coeur De Ville;76;243100799;;31302;Saint-Gaudens;1357
QP031004;Barradels;76;243100518;;31701;Blagnac;1613
QP031005;Val D'Aran - Poitou - Pyrénées;76;243100518;;31701;Colomiers;3011
QP031006;Pradettes;76;243100518;;31701;Toulouse;1962
QP031007;Grand Mirail;76;243100518;;31701;Toulouse;31691
QP031008;Arènes;76;243100518;;31701;Toulouse;2127
QP031009;Bourbaki;76;243100518;;31701;Toulouse;1169
QP031010;Empalot;76;243100518;;31701;Toulouse;5502
QP031011;Les Izards - La Vache;76;243100518;;31701;Toulouse;2747
QP031012;Cépière Beauregard;76;243100518;;31701;Toulouse;1549
QP031013;Saint Exupéry;76;243100518;;31701;Toulouse;1288
QP031014;Soupetard;76;243100518;;31701;Toulouse;2021
QP031015;Rangueil;76;243100518;;31701;Toulouse;3311
QP031016;En Jacca;76;243100518;;31701;Colomiers;1168
QP031017;Vivier Maçon;76;243100518;;31701;Cugnaux;1059
QP031018;Négreneys;76;243100518;;31701;Toulouse;1014
QP031019;La Gloire;76;243100518;;31701;Toulouse;1162
QP032001;Grand Garros;76;243200540;;32401;Auch;1939
QP033001;Quartier Champ De Course;75;243300316;;33701;Le Bouscat, Eysines;1111
QP033002;Yser - Pont De Madame;75;243300316;;33701;Mérignac;1543
QP033003;Quartier Du centre;75;200027068;;33302;Coutras;1250
QP033004;Quartier Bourg;75;243301371;;00553;Sainte-Foy-la-Grande, Pineuilh;2206
QP033005;Quartier De L'Avenir;75;243300316;;33701;Bassens;1148
QP033006;Carle Vernet -Terres Neuves;75;243300316;;33701;Bordeaux, Bègles;1892
QP033007;Le Lac;75;243300316;;33701;Bordeaux;3634
QP033008;Saint-Michel;75;243300316;;33701;Bordeaux;11637
QP033009;Benauge - Henri Sellier - Léo Lagrange;75;243300316;;33701;Cenon, Bordeaux;3208
QP033010;Grand-Parc;75;243300316;;33701;Bordeaux;4246
QP033011;Bacalan;75;243300316;;33701;Bordeaux;1543
QP033012;Palmer - Saraillère - 8 Mai 45 - Dravemont;75;243300316;;33701;Cenon, Floirac;10228
QP033013;Grand Caillou;75;243300316;;33701;Eysines;1936
QP033014;Jean-Jaurès;75;243300316;;33701;Floirac;2640
QP033015;Barthez;75;243300316;;33701;Gradignan;957
QP033016;Carriet;75;243300316;;33701;Lormont;3201
QP033017;Génicart Est;75;243300316;;33701;Lormont;3590
QP033018;Alpilles-Vincennes-Bois Fleuri;75;243300316;;33701;Lormont;3940
QP033019;Beaudésert;75;243300316;;33701;Mérignac;1108
QP033020;Châtaigneraie - Arago;75;243300316;;33701;Pessac;2998
QP033021;Saige;75;243300316;;33701;Pessac;3120
QP033022;Thouars;75;243300316;;33701;Talence;3143
QP033023;Paty Monmousseau;75;243300316;;33701;Bègles;1008
QP034001;Centre Ville;76;243400769;;34501;Béziers;19054
QP034002;Iranget Grangette;76;243400769;;34501;Béziers;2832
QP034003;Devèze;76;243400769;;34501;Béziers;4605
QP034004;Celleneuve;76;243400017;;34701;Montpellier;1420
QP034005;Mosson;76;243400017;;34701;Montpellier;21652
QP034006;Petit Bard Pergola;76;243400017;;34701;Montpellier;5756
QP034007;Pas Du Loup - Val De Croze;76;243400017;;34701;Montpellier;3245
QP034008;Cévennes;76;243400017;;34701;Montpellier;5578
QP034009;Gély;76;243400017;;34701;Montpellier;1324
QP034010;Figuerolles;76;243400017;;34701;Montpellier;3419
QP034011;Lemasson;76;243400017;;34701;Montpellier;1245
QP034012;Près D'Arènes;76;243400017;;34701;Montpellier;4458
QP034013;Pompignane;76;243400017;;34701;Montpellier;1198
QP034014;Aiguelongue;76;243400017;;34701;Montpellier;1095
QP034015;Vert-Bois;76;243400017;;34701;Montpellier;2012
QP034016;Les Deux Pins;76;243400827;;34502;Frontignan;1231
QP034017;Ile De Thau;76;243400827;;34502;Sète;3794
QP034018;Centre Ville - Ile Sud;76;243400827;;34502;Sète;4340
QP034019;Centre Ville;76;243400819;;34401;Agde;3177
QP034020;Centre Ville;76;200042646;;34302;Bédarieux;1955
QP034021;Centre Et Périphérie;76;243400520;;00463;Lunel;5726
QP034022;Centre Ville;76;200017341;;34214;Lodève;3021
QP035001;La Découverte;53;243500782;;35402;Saint-Malo;3583
QP035002;Villejean;53;243500139;;35701;Rennes;8963
QP035003;Les Clôteaux - Champs Manceaux;53;243500139;;35701;Rennes;5061
QP035004;Maurepas;53;243500139;;35701;Rennes;6443
QP035005;Le Blosne;53;243500139;;35701;Rennes;11281
QP035006;Cleunay;53;243500139;;35701;Rennes;1275
QP035007;Bellevue;53;243500741;;00452;Redon;1152
QP036001;Beaulieu;24;243600327;;36501;Châteauroux;1634
QP036002;Saint Jean - Saint Jacques;24;243600327;;36501;Châteauroux;4877
QP036003;Vaugirard - Saint Christophe;24;243600327;;36501;Châteauroux;1597
QP036004;Nation Bernardines;24;243600236;;36301;Issoudun;1484
QP037001;La Verrerie;24;200043065;;37701;Amboise;1095
QP037002;Rabière;24;243700754;;37701;Joué-lès-Tours;6218
QP037003;Niqueux Bruère - Marcel Pagnol;24;243700754;;37701;La Riche;1932
QP037004;Rabaterie;24;243700754;;37701;Saint-Pierre-des-Corps;5286
QP037005;Fontaines;24;243700754;;37701;Tours;3008
QP037006;Rochepinard;24;243700754;;37701;Tours;1078
QP037007;Rives Du Cher;24;243700754;;37701;Tours;2546
QP037008;Europe;24;243700754;;37701;Tours;2696
QP037009;Sanitas;24;243700754;;37701;Tours;8783
QP037010;Maryse Bastié;24;243700754;;37701;Tours;2018
QP037011;Bords De Loire;24;243700754;;37701;Tours;1773
QP037012;Patte D'Oie - Malétrenne - Plaisance;24;200043065;;37701;Amboise;1629
QP038001;La Luire - Viscose;84;200040715;;38701;Échirolles;2785
QP038002;Champaret;84;243800604;;38501;Bourgoin-Jallieu;940
QP038003;Essarts - Surieux;84;200040715;;38701;Échirolles;5635
QP038004;Village Sud;84;200040715;;38701;Échirolles;1707
QP038005;Alpes Mail Cachin;84;200040715;;38701;Fontaine;2036
QP038006;Mistral Lys Rouge Camine;84;200040715;;38701;Grenoble;2893
QP038007;Villeneuve - Village Olympique;84;200040715;;38701;Grenoble;12304
QP038008;Teisseire Abbaye Jouhaux Châtelet;84;200040715;;38701;Grenoble;6629
QP038009;Alma - Très Cloîtres - Chenoise;84;200040715;;38701;Grenoble;1507
QP038010;Iles De Mars Olympiades;84;200040715;;38701;Le Pont-de-Claix;1834
QP038011;Renaudie - Champberton - La Plaine;84;200040715;;38701;Saint-Martin-d'Hères;2473
QP038012;Brunetière;84;243800984;;38701;Voiron;1226
QP038013;Champfleuri;84;243800604;;38501;Bourgoin-Jallieu;2145
QP038014;Saint Hubert;84;243800604;;38501;L'Isle-d'Abeau;2937
QP038015;Saint Bonnet;84;243800604;;38403;Villefontaine;2357
QP038016;Les Roches;84;243800604;;38403;Villefontaine;2061
QP038017;La Plaine;84;243801198;;38401;Saint-Marcellin;1168
QP038018;Vieux Péages - Les Ayencins;84;243800778;;00556;Le Péage-de-Roussillon;1094
QP038019;Route De Sablons;84;243800778;;00556;Le Péage-de-Roussillon, Roussillon;1417
