"IDH";"KREVI"
"003738";"1"
"012227";"2"
"007575";"9"
"008511";"7"
"021492";"1"
"001106";"6"
"001671";"4"
"008627";"3"
"012180";"5"
"P07710";"5"
"008636";"2"
"010179";"1"
"006902";"6"
"006913";"5"
"000612";"1"
"P02437";"2"
"P02438";"3"
"013924";"2"
"007505";"2"
"007097";"3"
"017092";"8"
"P05980";"2"
"P07282";"9"
"033079";"6"
"032914";"5"
"002032";"1"
"008309";"3"
"008310";"1"
"003030";"1"
"003066";"3"
"031609";"4"
"018853";"7"
"013183";"7"
"014078";"4"
"030160";"1"
"020516";"9"
"016367";"5"
"P07727";"6"
"013184";"7"
"033761";"4"
"034581";"7"
"011429";"1"
"007119";"2"
"P00458";"2"
"P00460";"1"
"030833";"1"
"000377";"2"
"002709";"1"
"032536";"1"
"032537";"2"
"P01548";"5"
"007174";"8"
"P03061";"2"
"005889";"1"
"P07537";"4"
"016365";"8"
"003051";"5"
"000455";"1"
"000649";"5"
"010894";"9"
"011478";"9"
"P02377";"5"
"P00073";"1"
"009477";"2"
"001359";"3"
"015545";"1"
"031851";"1"
"002498";"1"
"002419";"6"
"P02748";"5"
"002412";"4"
"004037";"2"
"030726";"1"
"030856";"1"
"P04667";"6"
"007971";"7"
"P05578";"1"
"007503";"6"
"011794";"3"
"011988";"3"
"009319";"1"
"P03055";"2"
"P08673";"1"
"P00585";"1"
"020805";"8"
"007433";"6"
"P08602";"6"
"030934";"8"
"030935";"2"
"033986";"9"
"033987";"1"
"005887";"7"
"006676";"7"
"007118";"4"
"016545";"6"
"007044";"6"
"P03600";"5"
"007580";"6"
"003712";"1"
"033284";"5"
"005039";"1"
"006672";"1"
"007495";"1"
"033835";"1"
"034419";"9"
"015852";"6"
"P03796";"2"
"006657";"1"
"010837";"3"
"013255";"2"
"P03529";"2"
"P08325";"5"
"P08330";"2"
"010795";"7"
"030342";"2"
"005038";"1"
"016725";"2"
"003787";"6"
"003788";"2"
"017770";"6"
"000609";"2"
"000610";"5"
"006434";"4"
"016726";"3"
"033991";"1"
"001543";"1"
"032309";"1"
"000378";"1"
"031708";"1"
"020956";"3"
"005011";"2"
"005012";"6"
"030088";"6"
"012363";"3"
"005748";"1"
"009565";"2"
"030910";"2"
"010359";"9"
"010360";"7"
"008278";"3"
"006402";"2"
"011433";"3"
"033149";"7"
"034797";"9"
"003815";"4"
"031464";"2"
"000969";"2"
"P03060";"1"
"P03063";"1"
"002654";"4"
"001476";"4"
"006217";"4"
"019905";"4"
"P03068";"2"
"010858";"5"
"002464";"8"
"014326";"3"
"001948";"2"
"008742";"2"
"007012";"2"
"007013";"2"
"030961";"6"
"P08671";"1"
"009793";"1"
"008544";"1"
"P01342";"2"
"008130";"4"
"008131";"6"
"P01747";"6"
"031073";"1"
"P07975";"6"
"015797";"9"
"017018";"9"
"P01814";"2"
"009387";"3"
"013649";"5"
"P02451";"1"
"P03070";"1"
"018602";"2"
"002297";"1"
"P04095";"3"
"003261";"2"
"001932";"3"
"P05096";"2"
"003737";"5"
"001735";"2"
"031947";"2"
"P04545";"2"
"034483";"2"
"034136";"1"
"004378";"5"
"000771";"1"
"002660";"3"
"031032";"1"
"018352";"1"
"P02945";"2"
"P02935";"2"
"017269";"2"
"P07148";"4"
"P04725";"5"
"003346";"1"
"P04417";"5"
"034173";"1"
"P03531";"2"
"004992";"1"
"P02940";"2"
"P01769";"2"
"030654";"2"
"033251";"5"
"P03945";"2"
"008545";"3"
"P02189";"3"
"030242";"3"
"030518";"1"
"033121";"3"
"033522";"2"
"019390";"4"
"032406";"2"
"004795";"1"
"016479";"3"
"013565";"5"
"008298";"1"
"034097";"1"
"030299";"1"
"034232";"6"
"P04439";"2"
"019208";"7"
"016190";"1"
"018591";"8"
"007744";"3"
"030792";"1"
"001797";"1"
"020899";"4"
"002302";"3"
"031452";"5"
"031479";"1"
"P07772";"2"
"033015";"1"
"P01183";"1"
"P03137";"8"
"P04600";"5"
"021033";"9"
"008796";"1"
"008797";"1"
"006218";"6"
"004796";"7"
"032490";"2"
"P02169";"4"
"019417";"7"
"003032";"4"
"007965";"2"
"P02168";"3"
"009384";"1"
"P07388";"7"
"034492";"1"
"P01992";"4"
"030349";"4"
"010619";"2"
"033114";"1"
"P07943";"5"
"003054";"3"
"004636";"7"
"P08485";"9"
"P00461";"1"
"P00464";"1"
"P02386";"4"
"P02170";"4"
"032703";"1"
"014814";"9"
"031852";"3"
"032055";"1"
"P07934";"7"
"P08520";"9"
"011870";"6"
"003033";"2"
"002624";"1"
"031538";"1"
"003469";"6"
"031084";"1"
"002284";"5"
"031539";"5"
"P03482";"3"
"P03792";"4"
"016874";"2"
"011963";"2"
"002059";"7"
"031029";"1"
"031384";"2"
"021135";"1"
"008869";"1"
"009133";"2"
"009134";"3"
"019431";"2"
"000432";"1"
"000433";"4"
"P07352";"5"
"P01844";"9"
"033556";"6"
"010796";"8"
"P02947";"3"
"P02948";"1"
"001065";"5"
"P07457";"1"
"002528";"2"
"020517";"3"
"019011";"8"
"P04402";"1"
"030431";"7"
"033598";"8"
"006880";"2"
"007016";"5"
"031952";"2"
"019103";"3"
"031103";"2"
"031848";"4"
"012076";"8"
"012481";"6"
"017875";"6"
"002220";"4"
"031132";"1"
"032704";"1"
"P01803";"2"
"008660";"2"
"008868";"2"
"002058";"6"
"001107";"5"
"000781";"1"
"008631";"2"
"P01918";"2"
"031482";"2"
"P02289";"1"
"P01140";"6"
"011437";"3"
"002561";"1"
"002915";"3"
"030832";"1"
"032056";"1"
"002562";"1"
"005746";"2"
"006140";"1"
"018661";"1"
"019419";"2"
"002017";"3"
"003336";"3"
"003053";"7"
"008129";"2"
"002976";"3"
"P04535";"7"
"P01449";"5"
"P02944";"2"
"002656";"8"
"001350";"6"
"003050";"4"
"030274";"5"
"P03793";"1"
"P02186";"2"
"021822";"2"
"009892";"1"
"011166";"3"
"015460";"7"
"015461";"7"
"033764";"3"
"005090";"1"
"034088";"3"
"018990";"4"
"P07991";"7"
"001349";"1"
"004801";"2"
"031664";"1"
"P07000";"2"
"P02281";"9"
"P03915";"1"
"P02066";"1"
"030161";"2"
"002963";"1"
"032771";"7"
"001493";"2"
"031537";"1"
"032407";"1"
"P02230";"3"
"000793";"6"
"032358";"3"
"002974";"1"
"003093";"1"
"015490";"8"
"015491";"8"
"017069";"8"
"004626";"2"
"006899";"3"
"P01706";"1"
"019925";"4"
"P07365";"7"
"P08415";"1"
"031433";"5"
"004404";"1"
"002919";"2"
"005059";"1"
"P02311";"5"
"015492";"9"
"032238";"5"
"004078";"4"
"034216";"4"
"034234";"8"
"P05380";"2"
"017070";"7"
"003266";"2"
"004644";"4"
"017491";"4"
"017492";"4"
"017088";"1"
"007222";"5"
"032449";"2"
"001377";"6"
"002305";"3"
"017992";"3"
"002418";"2"
"032379";"1"
"002294";"1"
"002188";"1"
"021666";"4"
"001704";"2"
"031178";"3"
"002403";"1"
"007228";"5"
"015053";"3"
"008691";"1"
"P03502";"6"
"013530";"9"
"002539";"1"
"004961";"2"
"016850";"2"
"003466";"1"
"P01475";"4"
"017071";"6"
"017073";"9"
"007796";"1"
"011578";"2"
"P01383";"1"
"P07615";"2"
"014578";"7"
"032132";"2"
"016544";"7"
"019554";"7"
"010518";"1"
"011518";"2"
"P01481";"4"
"P01484";"8"
"P07791";"6"
"030286";"2"
"012834";"1"
"016851";"4"
"017162";"8"
"004080";"6"
"011575";"4"
"014914";"5"
"P01727";"9"
"030865";"2"
"008508";"3"
"010405";"1"
"002564";"2"
"017279";"8"
"019281";"9"
"008021";"3"
"010620";"9"
"P01381";"2"
"010056";"2"
"009513";"2"
"020461";"6"
"006142";"3"
"018609";"2"
"012969";"5"
"009870";"1"
"P05022";"2"
"002263";"1"
"P02380";"6"
"018496";"3"
"016880";"7"
"016849";"1"
"P01255";"4"
"034421";"3"
"P05381";"3"
"005753";"4"
"006061";"4"
"015188";"6"
"014689";"1"
"013620";"5"
"P04265";"6"
"P00135";"5"
"020843";"5"
"019693";"8"
"030298";"1"
"006864";"3"
"008721";"3"
"020801";"6"
"018087";"4"
"014705";"6"
"014706";"9"
"014707";"9"
"031212";"1"
"017665";"2"
"014804";"9"
"011536";"4"
"021841";"2"
"012943";"4"
"016274";"3"
"002277";"4"
"P01742";"5"
"015508";"8"
"014286";"3"
"012620";"9"
"013266";"9"
"015358";"9"
"011922";"9"
"009485";"2"
"009487";"2"
"004896";"4"
"P01838";"4"
"006500";"1"
"006058";"2"
"007226";"2"
"034523";"9"
"010767";"9"
"003229";"2"
"003230";"2"
"032415";"1"
"P03126";"6"
"P00124";"6"
"019812";"9"
"017996";"7"
"003421";"1"
"P03498";"1"
"P03499";"1"
"P05382";"8"
"020844";"3"
"008690";"3"
"015088";"9"
"030153";"7"
"002759";"2"
"003370";"1"
"009432";"4"
"014408";"1"
"004350";"2"
"004351";"3"
"007500";"2"
"020722";"2"
"007502";"2"
"009448";"3"
"007504";"6"
"014506";"6"
"P02354";"7"
"P01454";"5"
"006060";"4"
"003517";"4"
"034536";"1"
"P08700";"8"
"014505";"1"
"016721";"5"
"010438";"6"
"001654";"2"
"005207";"2"
"005718";"3"
"010440";"5"
"010439";"2"
"005331";"2"
"016541";"4"
"P00015";"3"
"031454";"4"
"001934";"6"
"001652";"4"
"031631";"1"
"010676";"5"
"013886";"8"
"006501";"1"
"007540";"2"
"020816";"4"
"012968";"2"
"007996";"4"
"008589";"2"
"P02166";"2"
"017993";"5"
"002544";"1"
"031186";"3"
"031096";"4"
"021896";"1"
"009488";"3"
"009495";"3"
"P02167";"2"
"009649";"3"
"P02348";"9"
"006969";"1"
"007091";"4"
"018659";"2"
"P01343";"2"
"P02344";"6"
"011788";"1"
"032668";"2"
"010922";"2"
"015892";"2"
"033106";"5"
"P03343";"9"
"019420";"1"
"P01768";"2"
"034594";"9"
"005189";"5"
"005192";"6"
"005684";"6"
"010441";"3"
"015310";"3"
"P08391";"6"
"011790";"2"
"009774";"1"
"020991";"8"
"020992";"9"
"018102";"2"
"015488";"3"
"011426";"1"
"P01812";"1"
"017602";"3"
"007995";"4"
"P01733";"5"
"015389";"1"
"020203";"2"
"P03226";"5"
"P02598";"1"
"004173";"2"
"001458";"2"
"010449";"2"
"021599";"2"
"020164";"9"
"011572";"2"
"020392";"2"
"011568";"2"
"016727";"2"
"000544";"2"
"031634";"2"
"014917";"1"
"010517";"2"
"032301";"7"
"011976";"4"
"008343";"2"
"009512";"1"
"019282";"9"
"P07387";"9"
"013580";"4"
"011978";"7"
"033771";"4"
"021118";"2"
"010836";"4"
"014421";"5"
"007391";"1"
"P03468";"1"
"P03460";"3"
"031417";"5"
"031611";"8"
"P08675";"9"
"005066";"2"
"004960";"1"
"033772";"7"
"P07389";"8"
"013575";"8"
"010674";"7"
"032886";"2"
"032912";"5"
"009270";"1"
"P04655";"3"
"034404";"1"
"034471";"8"
"012382";"9"
"019284";"8"
"003916";"3"
"P01267";"1"
"021608";"2"
"009972";"2"
"007729";"4"
"009973";"4"
"002275";"7"
"031091";"7"
"020398";"8"
"014822";"7"
"015657";"1"
"030634";"2"
"011386";"5"
"020433";"2"
"002262";"1"
"001497";"1"
"014136";"7"
"014137";"9"
"034665";"9"
"009781";"7"
"020254";"6"
"020434";"8"
"P08711";"6"
"002727";"1"
"P00679";"2"
"011023";"1"
"014465";"8"
"032895";"6"
"031097";"6"
"014391";"7"
"003626";"1"
"P05024";"1"
"P08672";"8"
"021493";"1"
"030868";"1"
"014135";"9"
"010673";"7"
"013964";"7"
"002944";"2"
"034452";"2"
"033950";"1"
"P00100";"5"
"P07947";"9"
"004564";"1"
"001529";"2"
"014823";"8"
"015453";"9"
"011766";"3"
"011767";"1"
"001558";"1"
"P04729";"1"
"013614";"9"
"030009";"1"
"P07447";"1"
"013968";"4"
"013623";"6"
"013411";"9"
"008358";"2"
"020965";"8"
"031470";"6"
"030623";"2"
"031661";"3"
"004295";"3"
"030279";"4"
"003844";"2"
"018230";"2"
"010723";"7"
"034477";"5"
"P04423";"1"
"034427";"9"
"016728";"5"
"P03398";"5"
"P03399";"6"
"P02196";"2"
"P02343";"1"
"001937";"1"
"003129";"4"
"021120";"1"
"015404";"1"
"011450";"6"
"P00677";"1"
"P03395";"2"
"018735";"3"
"019406";"7"
"P04751";"1"
"003845";"5"
"034365";"7"
"034535";"7"
"P07790";"4"
"013182";"7"
"020881";"9"
"030112";"6"
"003954";"3"
"020519";"7"
"032038";"8"
"014704";"1"
"004171";"1"
"P01302";"1"
"002541";"4"
"017284";"2"
"017285";"1"
"031887";"3"
"030094";"4"
"031886";"4"
"015457";"6"
"018487";"9"
"P02745";"9"
"P03437";"1"
"P05151";"1"
"P05108";"7"
"014688";"1"
"P04455";"6"
"016395";"5"
"030622";"3"
"P01177";"1"
"034096";"5"
"016719";"9"
"016778";"8"
"P07560";"6"
"004553";"1"
"002495";"1"
"030600";"9"
"031087";"8"
"015278";"1"
"015403";"1"
"012374";"3"
"015182";"1"
"031431";"1"
"002966";"2"
"002536";"4"
"016087";"3"
"010178";"1"
"P01969";"5"
"011278";"6"
"005107";"4"
"005108";"1"
"005928";"3"
"034364";"7"
"034472";"9"
"P08709";"8"
"010284";"3"
"017286";"2"
"014686";"1"
"013621";"5"
"P05158";"9"
"P03456";"2"
"012574";"6"
"021315";"9"
"001659";"1"
"001660";"2"
"015074";"1"
"P02291";"4"
"011280";"3"
"011281";"6"
"020454";"1"
"002540";"2"
"002497";"2"
"031179";"1"
"030508";"2"
"P03960";"2"
"002533";"3"
"020652";"2"
"005971";"3"
"014124";"2"
"P03445";"1"
"P03448";"1"
"003627";"3"
"002967";"5"
"006682";"2"
"003155";"2"
"007120";"2"
"007491";"2"
"004172";"1"
"031177";"1"
"007908";"1"
"P05157";"2"
"008085";"3"
"006026";"8"
"007058";"5"
"007135";"1"
"P01942";"1"
"002884";"6"
"P04677";"1"
"019297";"7"
"015916";"2"
"005116";"3"
"017030";"8"
"019586";"9"
"P07706";"2"
"008109";"1"
"P03462";"3"
"033996";"1"
"P05109";"1"
"018909";"6"
"P05107";"3"
"034418";"6"
"P03443";"7"
"001927";"2"
"P05606";"3"
"011262";"1"
"012114";"2"
"008249";"5"
"008250";"1"
"019506";"1"
"019507";"3"
"014509";"1"
"005824";"3"
"005904";"6"
"P00676";"3"
"P02892";"6"
"P03527";"1"
"P00840";"2"
"011203";"1"
"034508";"4"
"P05625";"4"
"007905";"1"
"P03444";"3"
"P04690";"2"
"000966";"2"
"007498";"1"
"014429";"3"
"P00853";"2"
"008087";"1"
"004212";"2"
"P03603";"6"
"032203";"4"
"016240";"1"
"P07088";"5"
"P02797";"2"
"P01932";"2"
"P00074";"1"
"016448";"4"
"003385";"1"
"002836";"1"
"034235";"2"
"P04466";"1"
"P00846";"6"
"009272";"4"
"P03452";"7"
"P03517";"7"
"006025";"8"
"P00142";"7"
"P00143";"3"
"P07349";"3"
"020769";"4"
"020964";"9"
"021288";"6"
"013005";"6"
"013236";"7"
"P00075";"1"
"019010";"5"
"P05631";"8"
"P02912";"3"
"P03518";"7"
"034215";"3"
"016189";"1"
"P04657";"2"
"009566";"2"
"007109";"2"
"P05379";"2"
"015642";"2"
"016112";"3"
"021581";"1"
"019587";"7"
"020961";"6"
"020962";"8"
"P05377";"3"
"014758";"6"
"P05378";"3"
"P02801";"2"
"012115";"2"
"011956";"7"
"011957";"7"
"015215";"9"
"P05292";"1"
"P04489";"6"
"P04490";"7"
"006166";"4"
"002426";"7"
"P04989";"6"
"015517";"2"
"P00539";"3"
"006818";"1"
"006820";"9"
"P02916";"6"
"P02009";"3"
"007029";"1"
"P01702";"2"
"P02773";"3"
"020951";"1"
"007783";"1"
"007108";"1"
"009446";"1"
"P03981";"5"
"P08029";"9"
"018488";"7"
"015772";"3"
"015773";"9"
"021131";"7"
"013186";"6"
"018899";"8"
"030453";"1"
"012810";"7"
"015854";"5"
"012340";"2"
"011928";"8"
"032005";"5"
"010437";"3"
"011434";"6"
"013141";"7"
"032031";"2"
"009389";"1"
"009390";"1"
"018769";"1"
"018770";"1"
"P00144";"5"
"P00145";"4"
"P03979";"5"
"018077";"8"
"030129";"2"
"018736";"5"
"P07139";"1"
"018869";"8"
"P07728";"2"
"031821";"7"
"031916";"4"
"P07350";"9"
"002241";"5"
"000453";"2"
"001235";"2"
"032864";"3"
"001266";"1"
"005694";"5"
"034130";"6"
"P01395";"3"
"P01815";"1"
"009960";"4"
"007554";"4"
"P00115";"2"
"013960";"7"
"P08482";"2"
"006024";"6"
"010334";"7"
"021596";"7"
"032861";"1"
"013402";"7"
"031214";"2"
"032359";"2"
"001938";"3"
"002878";"6"
"031577";"2"
"013472";"7"
"006164";"3"
"004680";"1"
"013760";"6"
"013938";"6"
"031866";"7"
"034428";"8"
"010335";"6"
"014475";"1"
"020922";"5"
"021597";"1"
"018772";"1"
"018773";"6"
"020923";"7"
"P05632";"8"
"019296";"9"
"016267";"5"
"015212";"8"
"034166";"2"
"034261";"5"
"007125";"1"
"008224";"2"
"002237";"3"
"032446";"5"
"P01393";"2"
"P01394";"3"
"P04524";"1"
"P04536";"4"
"021577";"1"
"015914";"2"
"P08487";"7"
"020050";"5"
"032297";"6"
"018886";"5"
"018756";"9"
"021434";"8"
"011396";"4"
"005103";"1"
"006260";"4"
"013822";"2"
"009385";"2"
"013529";"8"
"013617";"6"
"018844";"2"
"021571";"6"
"021578";"6"
"007401";"2"
"005807";"1"
"032412";"9"
"012776";"1"
"P02187";"3"
"P03488";"1"
"034719";"6"
"012982";"7"
"020523";"3"
"P00112";"3"
"013587";"7"
"030132";"6"
"004828";"2"
"021633";"2"
"015915";"2"
"P02210";"2"
"P02199";"6"
"003482";"3"
"021635";"9"
"016634";"5"
"016635";"1"
"034767";"7"
"015415";"7"
"015417";"8"
"034836";"1"
"P02188";"2"
"P07605";"2"
"030206";"6"
"006183";"2"
"007818";"4"
"018293";"1"
"020079";"1"
"015920";"4"
"015922";"6"
"033677";"2"
"017514";"1"
"021595";"2"
"032873";"3"
"020069";"1"
"017197";"5"
"007942";"3"
"016988";"3"
"015418";"7"
"015458";"8"
"030296";"1"
"018845";"3"
"019404";"2"
"018755";"7"
"017251";"2"
"019869";"5"
"021579";"1"
"030647";"1"
"P02293";"1"
"P01692";"1"
"P02194";"1"
"P02195";"1"
"002041";"1"
"031578";"2"
"P04673";"1"
"001962";"2"
"030640";"8"
"002187";"2"
"002178";"4"
"034847";"3"
"P02191";"4"
"P02938";"4"
"001066";"3"
"020125";"5"
"021166";"5"
"019936";"7"
"007124";"7"
"007348";"3"
"021632";"5"
"020130";"2"
"017291";"5"
"P00008";"4"
"P00048";"2"
"P07513";"4"
"P03872";"2"
"005735";"2"
"006713";"2"
"002868";"5"
"002278";"1"
"008020";"1"
"007728";"3"
"017896";"1"
"001010";"1"
"007167";"5"
"034848";"2"
"002093";"3"
"021279";"6"
"008332";"5"
"003483";"3"
"P02936";"4"
"P02937";"2"
"P02942";"3"
"033532";"3"
"017842";"2"
"034414";"9"
"015850";"2"
"P05355";"1"
"020882";"3"
"014042";"9"
"014687";"3"
"018896";"7"
"018898";"8"
"P03100";"2"
"P00101";"5"
"P02190";"1"
"P02943";"4"
"018664";"3"
"031646";"1"
"001234";"1"
"005779";"2"
"006426";"1"
"P04679";"2"
"030867";"1"
"017706";"4"
"P02946";"1"
"009054";"6"
"001011";"5"
"001550";"1"
"014476";"1"
"P02952";"2"
"P02953";"1"
"007649";"2"
"009552";"2"
"030218";"1"
"004882";"1"
"P02314";"9"
"034233";"7"
"P05047";"2"
"010331";"4"
"007450";"6"
"007999";"9"
"019691";"7"
"018260";"9"
"P00374";"1"
"P02949";"1"
"P02950";"2"
"021474";"7"
"018901";"9"
"P04543";"4"
"030175";"1"
"P00566";"1"
"020070";"6"
"001236";"2"
"034410";"5"
"034823";"1"
"020942";"4"
"P02134";"2"
"P02782";"3"
"P07078";"2"
"002527";"1"
"032890";"6"
"P00136";"1"
"020614";"4"
"P03961";"6"
"P03962";"2"
"P03963";"2"
"P07129";"6"
"033531";"3"
"009962";"1"
"018737";"5"
"011943";"6"
"018904";"7"
"015989";"2"
"019747";"3"
"034090";"1"
"034240";"5"
"034415";"7"
"031641";"5"
"031642";"1"
"016086";"1"
"002239";"1"
"018640";"4"
"005561";"6"
"006027";"9"
"030019";"1"
"020062";"6"
"020904";"5"
"007741";"1"
"010657";"3"
"006714";"5"
"006954";"1"
"P00114";"5"
"P04810";"2"
"P07194";"2"
"005115";"7"
"P01022";"7"
"P07138";"6"
"020135";"2"
"034250";"9"
"010170";"1"
"P07511";"6"
"033995";"1"
"032298";"5"
"006887";"2"
"030924";"2"
"P01726";"2"
"P01922";"3"
"033951";"2"
"034554";"8"
"032308";"7"
"013391";"4"
"030020";"7"
"017580";"7"
"P05996";"5"
"019755";"5"
"007761";"1"
"007750";"1"
"006827";"4"
"P04665";"1"
"008017";"3"
"002421";"3"
"016270";"1"
"032841";"1"
"032843";"1"
"P00017";"8"
"002879";"2"
"P00013";"4"
"005106";"5"
"005863";"3"
"P04000";"1"
"006014";"5"
"019821";"3"
"005114";"2"
"016291";"5"
"005883";"5"
"007758";"3"
"007760";"2"
"011119";"1"
"001722";"3"
"003012";"5"
"003154";"4"
"004587";"3"
"000643";"2"
"002174";"5"
"017374";"3"
"034441";"4"
"019719";"4"
"P00702";"1"
"006277";"6"
"005776";"1"
"005854";"1"
"033074";"2"
"006028";"8"
"P08585";"1"
"007164";"6"
"008634";"2"
"P01045";"4"
"001391";"2"
"P06018";"4"
"034230";"5"
"009160";"2"
"009162";"1"
"005535";"2"
"008158";"6"
"011828";"4"
"006429";"2"
"P01374";"3"
"006430";"2"
"010341";"1"
"P06041";"4"
"016828";"6"
"008766";"2"
"005770";"1"
"008356";"4"
"005559";"3"
"006273";"5"
"006726";"4"
"P01162";"5"
"030819";"7"
"P01401";"4"
"007801";"1"
"006826";"1"
"031633";"4"
"001724";"3"
"016275";"1"
"003840";"4"
"020624";"5"
"002108";"1"
"009281";"7"
"017222";"2"
"017265";"3"
"033107";"1"
"033113";"2"
"P01965";"6"
"009060";"2"
"P01884";"3"
"010586";"4"
"P02800";"2"
"009161";"1"
"017741";"2"
"012357";"5"
"016985";"6"
"021499";"2"
"007384";"1"
"008359";"7"
"P00870";"3"
"017526";"2"
"007594";"1"
"007604";"3"
"000463";"2"
"001898";"1"
"016516";"3"
"001984";"3"
"P07630";"1"
"P04048";"7"
"008613";"9"
"P01404";"6"
"010340";"1"
"P01861";"3"
"010866";"5"
"P02735";"4"
"011940";"7"
"021231";"2"
"001721";"1"
"P02203";"5"
"002499";"2"
"P04631";"3"
"001899";"3"
"031430";"1"
"008016";"3"
"002307";"4"
"008432";"3"
"008706";"1"
"002309";"5"
"P02201";"6"
"P01607";"3"
"P01608";"4"
"007350";"2"
"P01935";"2"
"009534";"1"
"018185";"4"
"013389";"3"
"P08417";"1"
"P08418";"5"
"P01820";"3"
"014463";"6"
"034131";"1"
"034132";"1"
"P01717";"2"
"P01019";"8"
"015757";"1"
"015897";"6"
"020629";"2"
"034438";"7"
"034276";"3"
"032481";"4"
"007440";"6"
"003031";"2"
"P02205";"5"
"002299";"1"
"000543";"2"
"001936";"2"
"001068";"5"
"P04744";"1"
"021269";"1"
"014468";"1"
"P08414";"1"
"P08504";"1"
"004033";"2"
"P01967";"6"
"020601";"6"
"020924";"9"
"P02369";"8"
"006893";"1"
"008819";"1"
"009497";"2"
"P01974";"4"
"P01976";"2"
"P04518";"3"
"P01927";"6"
"P03500";"2"
"013937";"2"
"008018";"1"
"001287";"5"
"006212";"1"
"017886";"5"
"002296";"3"
"001824";"2"
"002435";"1"
"015874";"6"
"020500";"5"
"020598";"4"
"010573";"5"
"P01804";"1"
"P01806";"2"
"007605";"2"
"008389";"5"
"P05600";"4"
"P05898";"5"
"P05900";"2"
"011778";"2"
"013703";"5"
"006283";"8"
"005562";"5"
"012775";"6"
"009256";"7"
"012116";"1"
"P01923";"4"
"007281";"1"
"009653";"1"
"002872";"3"
"P04537";"3"
"001988";"4"
"002597";"1"
"007059";"5"
"P02921";"7"
"013425";"3"
"017656";"2"
"P02372";"5"
"P04636";"7"
"010666";"2"
"007740";"2"
"000794";"2"
"020888";"1"
"P02197";"3"
"P03338";"2"
"P01473";"4"
"P01296";"5"
"P05299";"3"
"033135";"2"
"034224";"5"
"017904";"3"
"007137";"5"
"007139";"5"
"P02209";"5"
"P03331";"3"
"P01816";"1"
"006686";"3"
"008765";"2"
"031632";"2"
"021280";"7"
"000521";"2"
"001922";"1"
"003724";"9"
"010662";"2"
"007351";"2"
"003020";"6"
"008626";"7"
"032361";"2"
"016846";"4"
"005563";"7"
"006997";"5"
"030210";"6"
"P01471";"5"
"P07546";"2"
"007397";"3"
"019759";"4"
"P06039";"2"
"016883";"2"
"016886";"2"
"019754";"6"
"P04637";"7"
"030427";"2"
"P08526";"6"
"005362";"7"
"P04080";"2"
"009282";"4"
"033136";"1"
"010926";"9"
"003072";"1"
"030750";"7"
"P00378";"1"
"009720";"9"
"015512";"7"
"P01305";"3"
"006255";"4"
"P01770";"3"
"P01802";"1"
"015747";"3"
"005098";"1"
"034226";"2"
"034227";"3"
"001982";"1"
"003021";"5"
"017725";"2"
"030174";"5"
"021238";"6"
"032528";"9"
"013214";"9"
"033339";"7"
"P04546";"2"
"008434";"6"
"008439";"3"
"P01964";"2"
"P04547";"7"
"P02182";"3"
"016888";"8"
"020756";"6"
"P01808";"1"
"009652";"2"
"007190";"8"
"007217";"3"
"P03353";"3"
"P03330";"3"
"030066";"4"
"001983";"1"
"P05613";"2"
"007449";"1"
"P03113";"5"
"003071";"4"
"003256";"3"
"021615";"6"
"020628";"6"
"030270";"2"
"002566";"2"
"002567";"4"
"003008";"4"
"007032";"3"
"009255";"1"
"P05990";"4"
"020599";"6"
"P00022";"7"
"010604";"4"
"011005";"1"
"030269";"1"
"P05090";"3"
"P04526";"4"
"017648";"3"
"020600";"6"
"018188";"6"
"018494";"7"
"008697";"1"
"008225";"1"
"014755";"1"
"015071";"2"
"P03332";"7"
"P03365";"9"
"P01387";"3"
"P01390";"3"
"P01432";"3"
"P01358";"2"
"P01359";"1"
"011661";"4"
"011307";"1"
"P07020";"4"
"P02993";"1"
"007065";"1"
"004501";"1"
"004984";"2"
"007920";"1"
"006586";"1"
"018408";"2"
"019757";"7"
"034478";"6"
"P07322";"3"
"032745";"1"
"014754";"1"
"P02179";"2"
"017528";"7"
"020476";"1"
"P00587";"1"
"013737";"8"
"P02757";"7"
"012254";"8"
"030264";"3"
"006240";"7"
"P01819";"3"
"P02183";"1"
"030187";"7"
"P05583";"8"
"030101";"4"
"007282";"1"
"P00172";"5"
"011498";"1"
"018883";"1"
"P02175";"3"
"P02371";"5"
"013116";"5"
"P01943";"2"
"001099";"1"
"003607";"2"
"018884";"2"
"010756";"4"
"P05591";"5"
"014866";"6"
"033970";"7"
"018547";"7"
"032845";"7"
"030263";"3"
"002863";"2"
"018504";"3"
"007284";"1"
"017905";"3"
"017892";"7"
"032143";"4"
"034262";"7"
"034175";"8"
"020936";"6"
"014375";"5"
"002334";"1"
"P06007";"1"
"005477";"7"
"020470";"1"
"P08082";"1"
"013085";"6"
"012267";"8"
"P05097";"5"
"P05824";"7"
"003915";"1"
"010558";"8"
"030869";"5"
"P05091";"5"
"014858";"7"
"019418";"4"
"007537";"3"
"P01450";"2"
"017040";"1"
"P05825";"9"
"P02207";"3"
"020471";"2"
"014206";"1"
"P01817";"2"
"019104";"1"
"P05018";"7"
"012431";"5"
"016122";"8"
"P05188";"7"
"012428";"9"
"012496";"1"
"012354";"4"
"031335";"8"
"017990";"5"
"010773";"2"
"017034";"1"
"P01277";"5"
"P03355";"6"
"008390";"8"
