"IDH";"KREVI"
"032147";"1"
"032878";"4"
"015631";"7"
"016639";"5"
"001766";"2"
"017645";"4"
"001767";"2"
"017662";"2"
"017647";"4"
"017701";"3"
"033002";"2"
"004094";"2"
"017713";"4"
"017715";"4"
"017716";"5"
"017714";"6"
"017687";"1"
"017688";"7"
"001770";"1"
"001772";"1"
"017724";"2"
"017723";"5"
"017744";"5"
"017790";"3"
"017721";"5"
"018838";"3"
"017787";"2"
"018347";"5"
"001779";"1"
"017766";"3"
"017800";"2"
"017809";"1"
"017806";"1"
"017810";"1"
"017791";"1"
"001782";"4"
"017848";"1"
"017849";"2"
"018008";"7"
"P01470";"5"
"017839";"1"
"017826";"5"
"017844";"2"
"017829";"3"
"017830";"5"
"008614";"3"
"001786";"4"
"008880";"3"
"017850";"2"
"017856";"1"
"017857";"3"
"012310";"2"
"012693";"1"
"012812";"7"
"032034";"1"
"017908";"3"
"017922";"2"
"017926";"7"
"017918";"2"
"017919";"3"
"017925";"1"
"017931";"2"
"017948";"7"
"017949";"8"
"017946";"5"
"017947";"1"
"017974";"9"
"001795";"1"
"001796";"1"
"017954";"8"
"017963";"5"
"001798";"3"
"017987";"4"
"001799";"2"
"017995";"8"
"017980";"2"
"017981";"6"
"017989";"1"
"P02045";"7"
"018046";"1"
"P04054";"5"
"018038";"2"
"001804";"1"
"018012";"6"
"018014";"4"
"018058";"5"
"018051";"1"
"018053";"2"
"018048";"1"
"018049";"1"
"018052";"5"
"018103";"6"
"001809";"2"
"018089";"3"
"018106";"7"
"018093";"1"
"018080";"7"
"018097";"3"
"018099";"1"
"018131";"8"
"018116";"1"
"018113";"2"
"018123";"4"
"001812";"1"
"018119";"2"
"018126";"2"
"018138";"3"
"001816";"7"
"018161";"2"
"018162";"3"
"018159";"4"
"018160";"3"
"P04403";"9"
"018170";"2"
"001819";"1"
"001821";"2"
"018208";"1"
"018206";"3"
"018212";"2"
"018195";"3"
"018196";"2"
"018223";"1"
"018224";"3"
"001822";"2"
"018238";"3"
"018214";"6"
"018215";"3"
"018231";"3"
"018232";"4"
"018233";"2"
"001826";"3"
"001827";"2"
"018279";"6"
"018246";"2"
"018265";"8"
"018270";"5"
"018269";"1"
"018262";"9"
"018254";"6"
"018301";"1"
"018303";"1"
"018284";"8"
"018287";"2"
"002892";"9"
"014467";"5"
"018340";"1"
"018355";"1"
"018328";"6"
"018329";"7"
"018331";"2"
"018392";"1"
"018395";"1"
"018361";"4"
"018362";"1"
"018379";"1"
"018380";"1"
"018397";"3"
"016029";"9"
"018426";"1"
"001842";"3"
"018435";"2"
"017923";"2"
"011966";"1"
"018475";"2"
"018465";"2"
"018513";"1"
"018470";"1"
"018474";"1"
"018498";"3"
"018492";"1"
"018484";"5"
"P04043";"7"
"P04044";"7"
"018485";"8"
"018510";"2"
"018511";"1"
"018512";"2"
"018529";"2"
"018526";"5"
"018536";"2"
"018527";"5"
"020745";"3"
"001855";"1"
"008150";"3"
"P04056";"5"
"018542";"5"
"P04039";"8"
"033359";"4"
"018597";"4"
"018573";"4"
"018575";"8"
"001859";"2"
"018574";"5"
"018581";"4"
"018619";"1"
"018621";"2"
"018613";"5"
"018623";"1"
"018645";"6"
"001865";"3"
"018642";"7"
"P03964";"1"
"018639";"2"
"P04082";"3"
"018649";"4"
"018650";"2"
"018651";"5"
"018652";"3"
"004891";"2"
"004681";"2"
"004826";"1"
"001868";"1"
"018694";"3"
"018667";"2"
"021233";"7"
"018682";"1"
"001867";"4"
"018670";"6"
"018669";"1"
"006256";"3"
"P00041";"1"
"004883";"1"
"018704";"6"
"018698";"7"
"018705";"9"
"018706";"6"
"018730";"4"
"018731";"1"
"032827";"5"
"018723";"4"
"018753";"5"
"018743";"2"
"018754";"1"
"018758";"1"
"018760";"1"
"018759";"7"
"005101";"2"
"018746";"1"
"018749";"1"
"P08511";"7"
"005686";"6"
"018785";"2"
"018779";"8"
"018783";"7"
"018777";"1"
"018765";"4"
"018766";"2"
"018816";"2"
"018818";"2"
"P03275";"1"
"018801";"2"
"031651";"8"
"005127";"2"
"018795";"9"
"018803";"1"
"018804";"1"
"018840";"2"
"018839";"3"
"019134";"3"
"P04793";"2"
"P04807";"2"
"011927";"8"
"018841";"5"
"018830";"7"
"018831";"4"
"018832";"1"
"018863";"4"
"018855";"4"
"006417";"2"
"005128";"4"
"005131";"5"
"001886";"2"
"018857";"1"
"018880";"1"
"018864";"1"
"018867";"5"
"018865";"1"
"018910";"6"
"018894";"8"
"001891";"7"
"018891";"2"
"018888";"3"
"018889";"2"
"018907";"1"
"016436";"6"
"P07508";"6"
"018929";"4"
"001893";"3"
"001894";"9"
"005666";"5"
"005811";"8"
"P04792";"1"
"006015";"5"
"018927";"1"
"018912";"6"
"018922";"9"
"018926";"4"
"018952";"2"
"004821";"2"
"006257";"1"
"006258";"1"
"018969";"6"
"018967";"6"
"032035";"8"
"018968";"6"
"018965";"2"
"018999";"2"
"018995";"5"
"018997";"3"
"019363";"6"
"018979";"1"
"018981";"2"
"018977";"3"
"018983";"1"
"019000";"3"
"019013";"3"
"019078";"2"
"019014";"1"
"019012";"1"
"005100";"1"
"019020";"2"
"P01459";"2"
"019067";"2"
"019068";"1"
"019056";"5"
"019035";"6"
"005533";"3"
"005662";"2"
"005665";"4"
"001904";"2"
"019099";"5"
"019100";"2"
"001909";"2"
"019101";"7"
"019079";"3"
"019088";"3"
"019089";"1"
"007398";"5"
"019128";"6"
"019137";"1"
"007423";"2"
"011862";"5"
"019131";"2"
"019113";"5"
"019115";"5"
"019127";"2"
"019121";"6"
"019118";"2"
"019130";"2"
"019141";"3"
"019138";"1"
"019144";"5"
"019158";"2"
"019149";"2"
"030012";"5"
"030013";"7"
"019153";"3"
"019148";"1"
"019154";"3"
"019160";"2"
"019164";"7"
"019161";"1"
"019166";"2"
"019171";"1"
"019189";"4"
"019190";"3"
"001917";"1"
"P04038";"4"
"004511";"6"
"P01139";"9"
"019228";"6"
"019209";"5"
"019219";"1"
"019204";"1"
"019195";"2"
"019223";"1"
"019221";"1"
"019243";"6"
"019244";"2"
"019279";"9"
"030011";"2"
"012488";"8"
"012490";"7"
"001928";"2"
"019276";"5"
"019250";"9"
"019307";"1"
"P07436";"8"
"P07176";"4"
"030014";"6"
"019308";"1"
"019309";"1"
"019332";"7"
"019335";"1"
"019330";"5"
"012323";"6"
"P07578";"5"
"019317";"6"
"019341";"2"
"019369";"1"
"P07579";"9"
"019349";"4"
"019350";"1"
"019364";"2"
"019371";"5"
"019372";"1"
"019373";"1"
"019402";"6"
"019396";"2"
"019382";"3"
"P04513";"7"
"P04953";"7"
"019392";"1"
"019375";"2"
"019399";"2"
"019437";"5"
"019423";"2"
"019426";"1"
"019422";"1"
"019436";"3"
"019429";"3"
"019433";"4"
"019416";"1"
"019452";"1"
"019451";"1"
"P07235";"5"
"007048";"5"
"012412";"7"
"012413";"5"
"P05466";"5"
"034003";"5"
"005983";"5"
"007018";"5"
"P03264";"7"
"015937";"5"
"019477";"3"
"020358";"4"
"015016";"7"
"014115";"2"
"019490";"1"
"019497";"3"
"019498";"1"
"019513";"1"
"019531";"5"
"019516";"1"
"019521";"9"
"019523";"8"
"001953";"3"
"019525";"1"
"020808";"1"
"032602";"7"
"019566";"4"
"019551";"2"
"019535";"2"
"P05119";"9"
"019540";"1"
"001954";"3"
"001955";"1"
"019565";"3"
"019555";"3"
"019556";"1"
"019583";"3"
"031336";"7"
"P07287";"3"
"010701";"5"
"010702";"2"
"001957";"1"
"019618";"1"
"019611";"3"
"019643";"2"
"019644";"1"
"019636";"7"
"019637";"7"
"019632";"1"
"019633";"1"
"019678";"6"
"019662";"5"
"019663";"5"
"033919";"9"
"019674";"1"
"019675";"1"
"019681";"1"
"019682";"1"
"P02060";"8"
"017657";"4"
"019728";"1"
"019688";"2"
"019701";"4"
"019720";"5"
"001970";"3"
"P05724";"9"
"019763";"1"
"019766";"2"
"019751";"1"
"019770";"1"
"019750";"1"
"P07334";"8"
"014878";"6"
"P05912";"7"
"019801";"4"
"021229";"5"
"P04775";"8"
"013456";"5"
"019831";"3"
"019829";"1"
"019958";"1"
"019823";"2"
"019824";"2"
"019826";"6"
"P05189";"7"
"020937";"6"
"019853";"3"
"019832";"1"
"019833";"2"
"019844";"1"
"013501";"3"
"032304";"7"
"019866";"2"
"019880";"9"
"019881";"7"
"019873";"2"
"019894";"1"
"019895";"1"
"019890";"2"
"019911";"5"
"019904";"1"
"019900";"1"
"019889";"4"
"019939";"4"
"019941";"4"
"019956";"3"
"019957";"7"
"P02923";"7"
"019940";"6"
"019953";"2"
"019932";"4"
"019982";"1"
"016121";"7"
"P05116";"4"
"019970";"5"
"019983";"7"
"001998";"1"
"001996";"2"
"012555";"7"
"001997";"1"
"019964";"2"
"019965";"6"
"020008";"2"
"002001";"3"
"020004";"2"
"020009";"4"
"020011";"9"
"020005";"1"
"020068";"7"
"020102";"1"
"032677";"6"
"P05830";"9"
"018541";"6"
"020036";"1"
"020075";"1"
"020053";"9"
"P02914";"8"
"P02929";"7"
"020095";"3"
"020094";"1"
"020078";"1"
"020096";"1"
"020098";"8"
"020084";"2"
"020131";"2"
"020112";"8"
"P04669";"6"
"033481";"8"
"034007";"5"
"020104";"1"
"020108";"1"
"020133";"6"
"020138";"1"
"020155";"7"
"020156";"5"
"020150";"5"
"020145";"2"
"020137";"2"
"033957";"6"
"020143";"3"
"020144";"1"
"012147";"6"
"P02931";"2"
"020176";"2"
"020177";"1"
"020165";"1"
"020170";"4"
"020216";"4"
"020218";"3"
"020220";"4"
"020208";"3"
"020210";"1"
"020207";"4"
"020253";"3"
"020235";"9"
"002025";"2"
"020241";"6"
"020246";"2"
"020247";"3"
"002024";"5"
"020279";"6"
"020280";"6"
"020282";"1"
"002027";"2"
"002028";"2"
"020283";"5"
"020257";"4"
"020258";"1"
"020303";"3"
"020311";"1"
"020296";"2"
"020297";"6"
"020309";"6"
"020315";"1"
"020284";"2"
"020298";"2"
"020345";"6"
"020347";"2"
"020329";"2"
"020335";"1"
"020327";"7"
"020330";"6"
"032608";"9"
"P03363";"9"
"020331";"1"
"P05720";"8"
"020351";"1"
"020352";"3"
"020361";"9"
"020362";"1"
"P01369";"6"
"034575";"7"
"020403";"1"
"020386";"1"
"020393";"2"
"020385";"1"
"020405";"2"
"020387";"1"
"020390";"1"
"020423";"5"
"020424";"5"
"034367";"8"
"030290";"1"
"020446";"1"
"020448";"3"
"002046";"5"
"020452";"4"
"020453";"3"
"020456";"1"
"P04503";"3"
"033046";"9"
"020457";"1"
"020467";"2"
"020503";"2"
"002048";"5"
"020483";"1"
"020479";"3"
"020493";"1"
"020486";"2"
"020515";"4"
"020513";"2"
"020804";"4"
"033141";"3"
"020514";"2"
"020521";"6"
"020548";"3"
"020549";"2"
"020566";"7"
"013449";"6"
"030265";"7"
"020542";"1"
"020564";"1"
"020565";"2"
"020543";"1"
"033297";"2"
"005699";"5"
"020594";"3"
"020579";"3"
"020591";"6"
"020592";"7"
"020572";"1"
"020605";"3"
"015396";"7"
"P05592";"9"
"032599";"5"
"020606";"1"
"020607";"2"
"020604";"5"
"020608";"1"
"020643";"2"
"020638";"1"
"020637";"2"
"020650";"2"
"020634";"1"
"020635";"2"
"020648";"2"
"020636";"1"
"P03364";"8"
"021417";"7"
"033921";"2"
"034187";"8"
"002067";"5"
"013390";"5"
"020720";"2"
"002072";"1"
"020708";"8"
"020704";"3"
"P05190";"7"
"033971";"2"
"020709";"1"
"020710";"3"
"002073";"2"
"020749";"1"
"020737";"7"
"020738";"7"
"020732";"1"
"020731";"2"
"020742";"1"
"020759";"8"
"020763";"8"
"020779";"1"
"020776";"2"
"020777";"4"
"020766";"2"
"020767";"1"
"P03856";"4"
"020790";"1"
"020787";"1"
"020784";"1"
"020785";"1"
"020789";"2"
"020786";"1"
"020809";"4"
"002081";"4"
"002082";"2"
"020834";"6"
"020822";"3"
"020811";"1"
"020825";"2"
"020837";"4"
"012489";"8"
"012484";"5"
"020884";"7"
"020853";"4"
"020914";"2"
"020910";"5"
"020911";"1"
"020908";"2"
"020907";"4"
"020920";"1"
"020938";"1"
"020935";"7"
"020932";"1"
"020933";"1"
"020915";"1"
"020929";"3"
"020927";"7"
"020939";"1"
"020948";"5"
"020966";"1"
"020967";"1"
"020970";"1"
"020998";"1"
"021003";"3"
"020978";"3"
"020972";"2"
"020994";"2"
"020995";"1"
"021016";"2"
"021017";"2"
"021020";"4"
"021004";"2"
"021021";"2"
"P07150";"4"
"031225";"4"
"021067";"2"
"021044";"1"
"021045";"1"
"021046";"1"
"021048";"1"
"021059";"1"
"021060";"3"
"021050";"1"
"021113";"6"
"021115";"1"
"021116";"2"
"021128";"2"
"021129";"4"
"021134";"2"
"030852";"9"
"P05417";"9"
"021147";"3"
"021136";"6"
"021148";"1"
"021130";"2"
"021152";"4"
"021161";"2"
"021179";"4"
"021160";"2"
"021157";"4"
"021165";"7"
"021156";"6"
"021175";"8"
"021164";"2"
"P02217";"2"
"021170";"2"
"021212";"2"
"021182";"2"
"021205";"2"
"021211";"4"
"021207";"2"
"021209";"1"
"021198";"3"
"021180";"4"
"021185";"1"
"021236";"7"
"021237";"5"
"012494";"7"
"013062";"8"
"002125";"4"
"021223";"1"
"021224";"1"
"021257";"9"
"021282";"1"
"021283";"1"
"021281";"2"
"002126";"2"
"002127";"5"
"002128";"7"
"021300";"8"
"021301";"9"
"021287";"2"
"021294";"3"
"021298";"1"
"021296";"1"
"002129";"3"
"021351";"7"
"021345";"5"
"034272";"1"
"034328";"3"
"034329";"8"
"002132";"1"
"002133";"2"
"002138";"4"
"021378";"6"
"021426";"1"
"021416";"4"
"P02216";"3"
"031696";"5"
"021380";"6"
"021407";"9"
"002144";"8"
"031698";"6"
"013461";"6"
"002143";"1"
"021470";"3"
"021449";"2"
"021427";"1"
"021445";"1"
"021451";"5"
"021457";"1"
"010709";"5"
"021475";"1"
"021503";"4"
"012553";"7"
"021505";"4"
"021489";"3"
"021490";"2"
"021477";"1"
"021485";"5"
"021530";"2"
"021539";"3"
"021546";"1"
"021532";"1"
"021562";"1"
"021563";"3"
"021573";"7"
"021591";"2"
"021593";"4"
"007690";"9"
"021592";"2"
"021589";"5"
"021590";"4"
"021601";"1"
"021647";"2"
"021624";"2"
"021622";"1"
"021677";"2"
"021654";"2"
"021672";"7"
"021661";"5"
"021656";"3"
"021653";"2"
"021734";"3"
"021712";"2"
"021720";"4"
"021756";"2"
"021800";"5"
"021803";"4"
"021804";"1"
"021793";"3"
"021829";"1"
"021827";"2"
"021805";"1"
"021810";"6"
"021878";"6"
"034045";"5"
"021900";"2"
"034046";"7"
"021898";"8"
"012683";"8"
"034413";"6"
"P05049";"8"
"021904";"1"
"021972";"4"
"021943";"2"
"021964";"1"
"021944";"1"
"021995";"6"
"002218";"4"
"002219";"6"
"022015";"1"
"021996";"7"
"021997";"2"
"022013";"3"
"002227";"4"
"002228";"2"
"002230";"1"
"030999";"7"
"002231";"3"
"033926";"5"
"002245";"1"
"002224";"1"
"002261";"1"
"002270";"4"
"002264";"1"
"002272";"2"
"002271";"1"
"P01282";"1"
"002288";"4"
"002292";"8"
"002330";"2"
"002340";"3"
"019740";"5"
"P04057";"7"
"012557";"1"
"002341";"4"
"002345";"1"
"002351";"3"
"002358";"9"
"002359";"5"
"002372";"2"
"002373";"2"
"002408";"2"
"002409";"1"
"002389";"5"
"002378";"3"
"002380";"5"
"002396";"2"
"002395";"1"
"007798";"1"
"031912";"1"
"003631";"5"
"P05077";"2"
"032117";"2"
"020944";"2"
"032949";"1"
"P03697";"1"
"003634";"2"
"002432";"5"
"002433";"2"
"002434";"1"
"004408";"1"
"P00095";"2"
"P00525";"2"
"002428";"2"
"002431";"5"
"002474";"2"
"003693";"1"
"002458";"3"
"002461";"1"
"004498";"1"
"002451";"3"
"002475";"1"
"002476";"2"
"002466";"1"
"002454";"2"
"004927";"1"
"P04549";"2"
"002519";"6"
"002520";"7"
"002487";"4"
"002488";"3"
"P01373";"1"
"004868";"8"
"002518";"1"
"002491";"1"
"002508";"7"
"000254";"2"
"002531";"1"
"P03918";"6"
"005409";"3"
"004014";"2"
"030621";"3"
"002532";"2"
"002577";"3"
"002578";"3"
"002552";"2"
"002553";"1"
"007245";"1"
"004974";"3"
"P07698";"2"
"004983";"2"
"002576";"1"
"002601";"1"
"000258";"2"
"000259";"3"
"030620";"1"
"016561";"1"
"002603";"2"
"002604";"3"
"002582";"1"
"002583";"3"
"002580";"2"
"000262";"2"
"002617";"3"
"002639";"2"
"002640";"2"
"002630";"2"
"033108";"1"
"002620";"1"
"002693";"2"
"002676";"3"
"002683";"4"
"002687";"3"
"002667";"1"
"004505";"1"
"002681";"7"
"021385";"8"
"011829";"6"
"002697";"1"
"002699";"1"
"002700";"1"
"003055";"3"
"002715";"2"
"002740";"2"
"P01905";"3"
"P02703";"2"
"P07696";"1"
"004928";"1"
"003778";"1"
"002741";"1"
"002751";"2"
"002752";"6"
"002742";"3"
"002788";"4"
"002783";"1"
"002784";"2"
"002789";"6"
"002790";"4"
"002795";"3"
"002796";"1"
"P07697";"1"
"031665";"3"
"006609";"3"
"002822";"2"
"002823";"2"
"002831";"1"
"007800";"1"
"P05693";"1"
"002844";"4"
"002845";"4"
"002911";"3"
"002912";"6"
"002888";"1"
"003571";"1"
"003777";"2"
"002887";"2"
"002928";"2"
"000292";"1"
"004986";"3"
"005267";"5"
"004863";"5"
"P05160";"1"
"P03457";"1"
"002957";"2"
"000296";"1"
"002952";"2"
"002953";"1"
"002971";"2"
"004833";"1"
"030194";"1"
"000300";"2"
"P04047";"6"
"P02046";"6"
"002972";"5"
"002973";"1"
"002999";"1"
"003002";"1"
"030035";"5"
"030022";"2"
"030023";"1"
"030007";"1"
"030036";"2"
"030037";"1"
"030017";"2"
"030049";"1"
"030040";"1"
"030070";"8"
"004867";"1"
"005220";"2"
"003004";"1"
"003005";"1"
"030067";"3"
"030073";"1"
"030075";"1"
"030093";"1"
"P05864";"4"
"020189";"3"
"P05853";"1"
"P02706";"3"
"030102";"6"
"030124";"1"
"030125";"1"
"030111";"4"
"030135";"4"
"013009";"3"
"021748";"3"
"P03390";"4"
"030133";"6"
"030158";"5"
"019617";"1"
"005471";"8"
"014946";"2"
"012779";"2"
"021747";"2"
"030138";"6"
"005079";"1"
"005086";"1"
"003018";"4"
"014949";"2"
"030172";"2"
"015522";"5"
"031896";"4"
"004965";"1"
"004921";"2"
"030167";"8"
"030173";"8"
"032157";"8"
"030176";"3"
"030165";"2"
"P05164";"5"
"P07910";"6"
"P04216";"2"
"030189";"3"
"003022";"6"
"030233";"6"
"030247";"1"
"011752";"6"
"P03523";"4"
"030282";"7"
"030259";"1"
"004985";"1"
"030171";"1"
"016562";"1"
"016742";"1"
"030399";"1"
"030266";"2"
"012224";"1"
"P05701";"3"
"P05778";"1"
"011950";"5"
"030786";"1"
"030300";"7"
"030293";"1"
"030295";"3"
"030292";"1"
"030308";"7"
"030302";"2"
"004597";"2"
"004973";"1"
"030170";"2"
"P07175";"3"
"012219";"2"
"030328";"1"
"030330";"2"
"030362";"6"
"030358";"2"
"030373";"1"
"030356";"2"
"P03406";"3"
"030515";"5"
"030384";"6"
"030002";"3"
"003429";"2"
"030400";"1"
"030401";"2"
"030402";"1"
"003039";"1"
"003040";"4"
"012558";"2"
"P05029";"7"
"030425";"7"
"030434";"3"
"030437";"1"
"030447";"1"
"003379";"2"
"004013";"2"
"030441";"5"
"030422";"1"
"030478";"3"
"030454";"3"
"030494";"6"
"003046";"3"
"030472";"4"
"030473";"6"
"005482";"1"
"016201";"1"
"006842";"3"
"004835";"3"
"004176";"1"
"030491";"2"
"030504";"2"
"030505";"1"
"030548";"5"
"030524";"6"
"P07541";"1"
"030535";"1"
"030536";"1"
"030557";"1"
"030530";"4"
"030575";"7"
"P07234";"5"
"P01715";"1"
"030590";"1"
"030603";"1"
"030582";"1"
"030583";"1"
"030563";"1"
"030580";"1"
"030262";"1"
"004925";"1"
"016889";"2"
"030608";"1"
"030609";"7"
"030658";"8"
"030633";"2"
"030657";"8"
"034791";"1"
"003504";"9"
"003570";"1"
"030686";"3"
"030703";"1"
"030704";"1"
"030667";"7"
"030738";"1"
"030740";"2"
"003076";"4"
"004970";"1"
"030752";"5"
"005408";"4"
"004175";"1"
"005260";"3"
"005266";"2"
"004966";"1"
"030231";"1"
"030733";"3"
"030705";"2"
"030747";"4"
"030782";"5"
"030763";"1"
"P03310";"1"
"P03646";"2"
"P05088";"1"
"030122";"2"
"004117";"2"
"030784";"1"
"030787";"1"
"P03955";"3"
"020746";"2"
"030813";"7"
"030795";"1"
"030825";"4"
"030796";"2"
"030799";"6"
"030823";"1"
"030824";"6"
"030850";"2"
"030863";"1"
"030853";"3"
"030848";"5"
"030849";"9"
"017885";"7"
"P01483";"1"
"P05205";"3"
"P07231";"2"
"003091";"1"
"003088";"2"
"004375";"2"
"030123";"1"
"030890";"1"
"030887";"4"
"030888";"1"
"030889";"5"
"030908";"4"
"030907";"1"
"030925";"8"
"004559";"1"
"004558";"2"
"004924";"3"
"030920";"1"
"003092";"2"
"030928";"1"
"030921";"2"
"030952";"1"
"003097";"5"
"003094";"4"
"030953";"1"
"030954";"1"
"004374";"1"
"006608";"2"
"003096";"2"
"030988";"4"
"030996";"1"
"030997";"2"
"030973";"9"
"007254";"1"
"007255";"1"
"003098";"2"
"030994";"1"
"031008";"4"
"P07383";"1"
"P07543";"6"
"031025";"1"
"031010";"1"
"031011";"1"
"031094";"1"
"003906";"3"
"018528";"6"
"018200";"3"
"003419";"1"
"P03074";"2"
"031099";"4"
"016922";"1"
"031089";"1"
"031090";"1"
"000311";"1"
"017972";"2"
"019438";"1"
"004578";"2"
"005667";"3"
"002692";"1"
"001879";"2"
"031112";"5"
"002154";"1"
"031108";"1"
"002672";"3"
"P04944";"3"
"P00826";"1"
"002679";"2"
"001876";"1"
"001094";"3"
"002486";"2"
"002112";"2"
"014769";"1"
"031127";"5"
"031102";"2"
"031100";"6"
"003863";"4"
"002115";"1"
"002274";"2"
"007105";"4"
"009572";"2"
"005840";"4"
"012896";"2"
"008244";"9"
"003016";"6"
"001874";"4"
"004747";"1"
"018875";"6"
"002817";"1"
"002114";"2"
"003418";"1"
"002818";"2"
"003730";"4"
"031156";"1"
"P05093";"2"
"004066";"2"
"004174";"2"
"031143";"3"
"003707";"4"
"018874";"5"
"018532";"1"
"031175";"2"
"013979";"3"
"018497";"2"
"017130";"2"
"003260";"2"
"004234";"1"
"004709";"1"
"004089";"2"
"017129";"3"
"002109";"3"
"009839";"1"
"P00039";"5"
"018681";"2"
"003036";"1"
"031172";"6"
"031167";"1"
"031194";"2"
"031168";"1"
"002669";"4"
"031220";"3"
"005392";"1"
"006989";"1"
"P04943";"3"
"018198";"4"
"003729";"5"
"P07218";"6"
"007241";"5"
"007445";"3"
"003015";"2"
"003481";"3"
"014775";"1"
"004829";"1"
"002824";"3"
"002156";"2"
"007778";"1"
"010166";"1"
"P02725";"1"
"009044";"4"
"031223";"1"
"031209";"4"
"014770";"1"
"P00829";"1"
"002130";"2"
"002116";"1"
"001607";"8"
"001580";"5"
"006178";"5"
"005391";"3"
"014553";"3"
"002152";"1"
"007692";"5"
"003014";"3"
"002111";"3"
"002388";"1"
"013981";"6"
"002110";"3"
"004600";"4"
"007240";"3"
"001961";"5"
"031238";"1"
"008992";"3"
"001882";"5"
"018199";"2"
"004112";"5"
"002155";"5"
"P00032";"2"
"008243";"3"
"002113";"3"
"001761";"1"
"P07220";"2"
"005839";"4"
"001881";"3"
"000964";"3"
"003017";"2"
"002677";"1"
"001720";"3"
"005841";"1"
"004113";"5"
"003731";"1"
"031275";"1"
"017943";"2"
"P05612";"3"
"018127";"1"
"003727";"4"
"001371";"2"
"003013";"2"
"P00198";"2"
"P00831";"2"
"013985";"8"
"001608";"1"
"031322";"1"
"031300";"1"
"031301";"2"
"009571";"3"
"003728";"1"
"P00828";"2"
"007239";"2"
"002670";"3"
"007106";"3"
"001373";"3"
"031310";"2"
"004090";"2"
"003132";"3"
"031311";"1"
"002675";"2"
"P00031";"2"
"031327";"3"
"031325";"9"
"P00197";"2"
"018197";"3"
"002678";"1"
"001372";"6"
"001374";"5"
"002153";"3"
"009426";"1"
"004410";"3"
"031344";"3"
"000393";"5"
"000583";"1"
"P00930";"5"
"004625";"4"
"031340";"5"
"031341";"1"
"001246";"2"
"004637";"2"
"031389";"8"
"031391";"3"
"031367";"3"
"021383";"3"
"P04051";"7"
"009672";"3"
"016894";"5"
"019744";"4"
"031399";"2"
"031400";"1"
"031415";"7"
"031414";"6"
"000314";"1"
"002014";"1"
"031411";"9"
"031432";"2"
"031445";"1"
"031446";"7"
"031434";"6"
"004624";"1"
"003052";"6"
"000652";"2"
"000971";"1"
"P01941";"5"
"002820";"5"
"003147";"7"
"031457";"1"
"031476";"1"
"004803";"3"
"002222";"2"
"031467";"8"
"031463";"6"
"032173";"6"
"P02932";"8"
"031490";"1"
"002657";"2"
"031481";"2"
"031527";"1"
"031529";"4"
"031550";"7"
"031525";"4"
"000376";"1"
"002625";"2"
"031526";"2"
"031552";"2"
"002062";"5"
"004797";"1"
"004798";"3"
"031569";"7"
"031570";"8"
"031553";"2"
"P04045";"5"
"017429";"2"
"031586";"7"
"031580";"5"
"031590";"2"
"008025";"6"
"008629";"1"
"P01939";"6"
"031605";"1"
"031603";"3"
"001524";"1"
"P01718";"3"
"032305";"6"
"031629";"1"
"031630";"3"
"003161";"5"
"003163";"2"
"010700";"7"
"008142";"1"
"032969";"1"
"018892";"3"
"015439";"7"
"003166";"1"
"031647";"8"
"003164";"5"
"031636";"2"
"002055";"7"
"031655";"6"
"001672";"1"
"031690";"4"
"031691";"1"
"003167";"2"
"003168";"2"
"002281";"6"
"P07773";"1"
"006216";"6"
"031674";"6"
"031670";"2"
"031688";"1"
"031738";"4"
"031717";"1"
"031724";"5"
"031732";"5"
"031718";"8"
"003049";"7"
"000650";"5"
"000659";"1"
"000425";"2"
"031739";"2"
"031736";"8"
"031746";"3"
"031772";"1"
"031756";"1"
"031760";"1"
"031744";"7"
"031745";"6"
"031768";"1"
"031761";"1"
"004800";"4"
"031253";"4"
"031706";"1"
"031775";"1"
"031804";"1"
"031807";"1"
"005070";"2"
"005680";"1"
"031808";"4"
"031707";"1"
"P01940";"5"
"004799";"6"
"031793";"4"
"031799";"4"
"031789";"1"
"031777";"3"
"031836";"9"
"031812";"2"
"012639";"1"
"031809";"1"
"031829";"4"
"031815";"6"
"031816";"8"
"031817";"1"
"031839";"1"
"031867";"5"
"031868";"6"
"031870";"2"
"031844";"1"
"031846";"1"
"031871";"1"
"031893";"3"
"031894";"6"
"031889";"6"
"031875";"6"
"031900";"9"
"031888";"1"
"031903";"1"
"031879";"4"
"031891";"1"
"031915";"1"
"031908";"7"
"031909";"6"
"021825";"1"
"003998";"1"
"031959";"3"
"031980";"6"
"006526";"2"
"003195";"2"
"030114";"1"
"031981";"3"
"031958";"1"
"031983";"1"
"031982";"5"
"032001";"1"
"032002";"1"
"006573";"1"
"006311";"5"
"032006";"1"
"032008";"1"
"003065";"2"
"032026";"5"
"032042";"1"
"032043";"7"
"032023";"3"
"032027";"3"
"032045";"7"
"032030";"5"
"032025";"5"
"032044";"9"
"030305";"1"
"001642";"2"
"030397";"3"
"032067";"2"
"032087";"8"
"032120";"1"
"032046";"2"
"032074";"7"
"032047";"8"
"032098";"3"
"003212";"1"
"004074";"2"
"P04420";"3"
"032116";"4"
"032092";"2"
"006459";"2"
"034788";"1"
"032146";"4"
"032141";"7"
"032123";"5"
"032142";"5"
"032152";"3"
"032144";"2"
"003213";"2"
"032138";"2"
"003060";"1"
"003880";"2"
"005925";"1"
"032177";"3"
