"district","hour","occ1","occ2","occ3","occ4","occ5"
"015","8am",1291.5247,336.19447,381.4103,1150.6018,184.6636
"016","8am",1891.7671,432.99235,183.7846,1286.13,116.56799
"017","8am",3272.6777,2532.18002,511.7027,1792.4143,567.9849
"018","8am",4479.2542,998.12184,1939.4902,1553.1603,971.49867
"019","8am",4763.8636,1818.94866,1045.1293,1424.9898,742.44113
"020","8am",1646.673,278.42236,1117.9981,1076.8779,1324.78665
"021","8am",1001.2449,704.98397,559.9643,903.2241,178.68362
"022","8am",6058.2449,8056.76926,672.2522,1291.8343,344.6191
"023","8am",5777.2835,2391.56931,603.3839,472.6646,334.90062
"024","8am",2008.1535,271.6627,1311.5011,1056.4652,896.16929
"025","8am",4529.3802,11347.01065,378.1089,494.0283,157.93122
"026","8am",2502.03,1248.72033,269.5601,1191.8333,187.94188
"027","8am",8774.2955,937.1408,464.9262,1242.5963,349.15093
"028","8am",6864.5695,2996.19202,750.3324,1190.9701,53.56276
"029","8am",4290.9662,724.20653,522.6207,1719.3632,366.82362
"030","8am",1939.3299,1110.01531,265.8888,1527.9781,173.66997
"031","8am",2778.5434,117.15474,470.837,2186.7876,546.36876
"032","8am",5872.1906,329.29457,768.8445,1875.1454,579.57375
"033","8am",4189.9521,1486.29583,820.5941,2715.6906,290.28336
"034","8am",2126.1174,63.3308,214.3413,655.0423,177.92601
"035","8am",5057.877,337.1489,378.3078,2230.3626,40.64422
"036","8am",2173.352,370.54545,176.0372,1912.5659,341.88115
"037","8am",3739.7448,160.67825,490.477,2015.6819,610.47205
"038","8am",1574.5691,66.70137,307.1481,1775.2431,236.99935
"039","8am",1633.7532,223.76855,391.1836,1071.9017,206.15533
"040","8am",5149.5572,1719.7672,908.5736,3221.5603,402.77578
"041","8am",2298.5772,482.85219,246.3151,1467.5375,290.16457
"042","8am",1050.0319,349.16419,291.6318,791.5419,203.31725
"043","8am",3672.55,332.38874,344.3042,2254.146,380.81613
"044","8am",2034.2619,373.82673,296.8963,1744.4846,160.91679
"045","8am",1772.9703,291.51932,467.2434,1470.5691,135.84465
"046","8am",1735.2916,223.10865,413.6293,1443.1942,97.57956
"047","8am",3369.0085,336.13825,470.2202,1543.6934,267.1309
"048","8am",1903.9865,276.2244,522.1068,1352.7758,157.48689
"049","8am",1549.445,0,558.1319,1260.0725,325.70345
"050","8am",1072.6742,50.71026,293.7522,522.57,118.5432
"051","8am",845.2754,190.0875,0,989.2082,159.24617
"052","8am",1983.0004,71.95139,114.5999,1424.859,239.811
"053","8am",1350.6218,0,604.8443,1848.1139,621.08429
"054","8am",2511.938,543.09876,258.3908,1568.8611,415.44818
"055","8am",1876.6585,168.96134,310.2018,1084.5208,287.37755
"056","8am",2156.3474,287.03059,519.6786,3307.4848,232.80845
"057","8am",1270.8307,319.71104,106.9882,924.118,216.87279
"058","8am",2296.7051,426.85455,403.6588,1833.3946,344.16241
"059","8am",3806.8761,173.61663,1114.6627,3656.5813,1055.06443
"060","8am",3332.4981,1518.17692,822.6458,1296.9381,387.65623
"061","8am",2901.6694,261.72565,453.5283,2093.8148,919.33404
"062","8am",2578.7134,147.97577,827.8699,1805.4387,498.87948
"063","8am",1271.7962,0,141.8755,830.9619,92.1504
"064","8am",2259.0026,0,230.7342,1974.7101,425.58843
"065","8am",3148.2946,300.40823,351.8242,2027.1824,324.2671
"066","8am",2013.9162,113.02357,564.105,1767.4956,622.32046
"067","8am",3463.9678,61.99322,765.4884,2246.6675,823.52292
"068","8am",2984.292,212.7135,926.9792,2098.3008,379.24281
"069","8am",2191.8542,75.64071,244.8922,1069.022,157.35403
"070","8am",4153.3068,558.09681,883.6119,3128.1696,485.87261
"071","8am",4500.7753,235.44303,790.5714,2495.2374,1128.79545
"072","8am",2563.9644,43.39723,908.0452,2105.1973,608.71179
"073","8am",4538.974,394.55895,1566.682,4136.4028,1219.88247
"074","8am",3480.355,554.67328,1459.6228,3329.3116,1282.5069
"075","8am",5089.0073,1211.70393,1630.7789,4165.1302,1162.32786
"076","8am",1444.7579,49.81657,942.923,2370.9979,292.22548
"077","8am",2064.362,0,920.745,2777.1322,465.50958
"078","8am",4542.737,997.00375,965.7161,2686.3863,637.94036
"079","8am",5022.1696,1327.90963,252.9875,3263.6508,430.97921
"080","8am",1629.006,247.04721,518.3577,2551.3249,443.2521
"001","9am",4163.2122,4757.26477,947.581,796.0685,109.41057
"002","9am",3151.1911,1220.72422,543.4972,953.0345,133.11209
"003","9am",6101.9652,2391.3756,1611.8902,2612.871,614.0082
"004","9am",1738.2295,546.19669,356.0719,896.5374,533.68949
"005","9am",1876.3411,1786.78856,536.4804,838.1858,249.74393
"006","9am",3351.6347,4424.58275,969.0205,1460.7948,495.06733
"007","9am",2192.4525,713.35962,642.5594,1248.3995,348.1564
"008","9am",705.7205,157.4379,187.4186,1123.3866,162.95495
"009","9am",7710.2188,4046.63183,864.7789,2399.2994,282.25095
"010","9am",2824.422,371.542,656.473,1410.7601,133.44286
"011","9am",4773.0924,499.71735,1110.3964,1890.5193,522.83013
"012","9am",1937.8273,135.93776,927.0419,2547.082,467.3726
"013","9am",5084.0522,239.21142,585.956,1267.4448,455.30512
"014","9am",3795.3518,429.09519,904.8008,2447.3657,366.7729
"015","9am",828.8746,387.09211,313.7034,1067.7617,169.82552
"016","9am",1844.0065,371.14973,210.9363,991.9957,154.0741
"017","9am",3809.6204,2554.58885,649.0837,1862.435,780.70778
"018","9am",4504.4118,805.05349,2004.6694,1387.2413,1006.73065
"019","9am",5189.6754,2083.93317,1016.3468,1169.0523,892.43472
"020","9am",1345.6704,86.00075,776.6871,989.3801,1156.45155
"021","9am",946.3961,493.48672,589.8236,858.4219,140.26412
"022","9am",7094.9567,6601.49072,681.018,1407.5668,244.1132
"023","9am",6321.2601,2523.08819,656.0073,381.5621,294.76101
"024","9am",2009.3104,277.14254,1456.7689,1312.8104,963.03857
"025","9am",4945.5458,14368.22487,367.1596,412.0918,220.99277
"026","9am",3000.7675,968.63602,208.8397,1191.8333,182.71054
"027","9am",9972.1897,833.19729,585.5505,1008.6719,268.34773
