"district","hour","cleduc1","cleduc2","cleduc3","cleduc4"
"022","7am",290.73022,2102.5307,1117.9461,3385.1321
"023","7am",261.35281,1438.8336,1920.854,2130.0505
"024","7am",341.55276,3003.6555,1149.9493,1124.2156
"025","7am",0,692.7065,697.8196,2366.8619
"026","7am",278.30317,1134.3747,1181.6028,2704.7278
"027","7am",43.63998,2863.6606,1892.8886,1942.7234
"028","7am",200.19137,2002.4092,3120.6165,2479.516
"029","7am",159.09773,2188.9905,2108.4334,2198.3467
"030","7am",60.8028,1122.2747,1395.1228,1883.3688
"031","7am",784.79384,2269.0619,2499.5084,1223.9716
"032","7am",226.04811,2624.629,3428.6168,1765.2764
"033","7am",357.77957,3331.432,2942.2181,2300.131
"034","7am",65.55139,952.3603,803.0059,817.0614
"035","7am",193.1517,2552.6008,2606.9455,2277.4876
"036","7am",156.95454,1407.4322,1879.183,1824.8466
"037","7am",145.39175,3448.6001,2079.9054,2010.4932
"038","7am",235.69331,912.7251,1631.9654,1329.001
"039","7am",88.97998,872.8204,1526.9613,1249.9481
"040","7am",386.69144,2280.6823,2920.6584,3216.987
"041","7am",209.61064,1259.3744,1403.113,1895.7385
"042","7am",144.32149,767.4758,942.4924,848.7271
"043","7am",567.94619,2057.5003,1934.9905,1817.638
"044","7am",426.92356,1849.7175,1017.446,549.2759
"045","7am",143.66315,2266.0305,1438.8727,1142.2685
"046","7am",135.95012,1650.5109,1672.9747,1091.9543
"047","7am",317.27757,2230.6394,1957.5951,1268.0155
"048","7am",437.3957,1737.4781,1272.4843,1314.6387
"049","7am",188.53068,1559.1492,1410.2466,1062.2019
"050","7am",174.16023,925.0768,878.3695,543.4667
"051","7am",161.55377,1057.3174,519.1248,754.3876
"052","7am",230.51563,1270.3695,886.1799,1828.0359
"053","7am",564.15948,1882.4787,1334.342,1503.7974
"054","7am",427.9016,2418.2989,1647.437,1037.6716
"055","7am",264.50987,1421.9284,1551.2889,889.3232
"056","7am",471.22292,2553.2498,2459.7882,965.2054
"057","7am",63.1554,716.5158,931.8174,1017.4177
"058","7am",341.67029,3645.4595,1312.4755,812.5572
"059","7am",973.66192,5252.3701,2755.5335,1384.7892
"060","7am",681.47166,2541.8294,1904.4165,985.3928
"061","7am",783.91144,2798.9364,2697.612,1445.6132
"062","7am",133.3119,2893.6965,1718.3144,2299.6454
"063","7am",55.64557,745.9778,1087.971,1000.0405
"064","7am",369.89064,1823.3227,2044.6219,1815.0485
"065","7am",645.94387,2621.1089,1954.6784,1576.5274
"066","7am",348.03332,2212.2528,1244.8827,1780.3652
"067","7am",936.31593,3738.0383,3147.2847,1202.0308
"068","7am",570.31067,3251.8642,2583.2229,719.9036
"069","7am",268.53819,1630.9408,1384.2533,570.1851
"070","7am",981.42895,4322.5792,2963.8394,1551.4174
"071","7am",1230.1678,5544.562,1668.0809,681.201
"072","7am",447.12487,3164.7167,1744.3866,868.273
"073","7am",737.47966,5830.4498,3409.0595,2051.233
"074","7am",1192.58727,4225.0474,2449.6576,1849.6316
"075","7am",1220.45247,6319.5999,2417.6759,1606.5216
"076","7am",954.23424,2561.4655,1657.1945,556.4972
"077","7am",1289.92997,2294.4576,2479.4933,1436.356
"078","7am",1243.27539,3302.9807,2520.9119,1277.8023
"079","7am",1558.99834,3937.1885,2455.2473,1530.2557
"080","7am",1617.14842,1840.8035,1748.0513,1044.0343
"001","8am",33.12514,967.5101,1396.2919,2600.623
"002","8am",0,574.5112,1356.3477,1460.1777
"003","8am",400.67419,2982.556,3731.3391,4320.4505
"004","8am",154.02801,1314.6658,1493.8414,1311.4809
"005","8am",132.4699,793.6009,1093.1113,1622.9797
"006","8am",579.69168,1156.9977,1824.4935,2575.0642
"007","8am",0,804.639,1630.5604,2263.9616
"008","8am",166.27973,682.3367,735.632,765.6798
"009","8am",260.10841,2751.7952,3639.5377,3864.9197
"010","8am",94.94893,1858.0862,1453.8337,1567.2444
"011","8am",176.72023,3683.1399,2712.6507,1601.8928
"012","8am",430.91102,2521.9201,1716.8671,1588.7376
"013","8am",309.72667,2884.7354,2552.925,1710.7093
"014","8am",328.12738,3396.6378,2222.0744,1653.7505
"015","8am",65.49629,887.6428,1063.2084,1033.2768
"016","8am",371.54689,1151.7365,963.1625,1159.6368
"017","8am",105.97223,2014.4624,1429.2713,2836.7386
"018","8am",1284.2831,3723.0463,2338.5559,1870.7808
