"district","hour","cleduc1","cleduc2","cleduc3","cleduc4"
"9110","7am",16961.536,17346.476,13832.709,7012.041
"9111","7am",13997.086,16184.876,17307.271,11792.3
"9112","7am",8175.623,13676.676,13797.057,7918.953
"9113","7am",9014.189,19004.923,24911.576,20497.029
"9114","7am",2745.094,8789.733,14783.163,13196.075
"9201","7am",29656.67,20843.033,32937.097,26135.311
"9202","7am",14525.45,22504.03,23825.74,18765.371
"9203","7am",19649.974,24540.75,41771.418,51378.799
"9204","7am",18531.186,28185.181,25457.384,16758.288
"9205","7am",7807.674,24364.082,26469.747,42925.526
"9206","7am",7123.469,22994.832,22810.601,38304.776
"9207","7am",2972.456,8106.768,29349.546,39808.706
"9208","7am",9209.67,19094.132,24431.663,36515.085
"9209","7am",18865.682,21869.126,39191.259,44511.984
"9210","7am",14267.814,19876.836,29271.561,48170.807
"9211","7am",17101.986,16780.444,19313.907,17391.125
"9212","7am",8935.5,19207.9,24131.507,20771.885
"9302","7am",12822.413,16597.341,8837.507,4676.265
"9303","7am",29288.491,21927.556,29970.42,19013.616
"9304","7am",36370.336,34779.781,20488.642,18348.727
"9305","7am",23491.652,26425.554,15493.699,7865.363
"9306","7am",25104.724,24104.916,25919.054,13323.294
"9307","7am",20231.782,24744.251,17729.65,8388.141
"9308","7am",16459.393,15838.374,16148.445,5033.142
"9309","7am",32975.882,23477.478,19637.749,7442.035
"9310","7am",25463.33,35323.481,27798.607,4479.388
"9311","7am",49454.395,24544.867,22537.352,11802.884
"9312","7am",56504.537,50819.848,25980.68,20541.827
"9402","7am",23908.137,41514.595,17819.06,17961.122
"9403","7am",28377.78,32075.515,21974.994,27067.674
"9404","7am",18650.496,19793.791,17919.953,8732.912
"9405","7am",12232.288,18675.018,22505.768,10896.435
"9406","7am",20472.953,26798.01,15568.169,10356.892
"9407","7am",20541.484,26613.247,27256.255,28732.645
"9408","7am",8782.146,19557.542,16994.416,24271.347
"9409","7am",22956.595,21223.93,48238.679,44453.392
"9410","7am",11219.904,13788.577,11875.698,4789.343
"9411","7am",16492.522,16328.295,9312.914,3580.48
"9412","7am",10872.666,9468.956,5647.854,6894.969
"9413","7am",15283.001,15513.936,16742.684,4294.908
"9414","7am",4882.44,8364.149,9497.564,4173.846
"9501","7am",11776.261,21935.768,21422.869,10864.848
"9502","7am",19698.958,17809.105,12357.823,6882.058
"9503","7am",12131.372,14547.828,11094.831,7025.017
"9504","7am",12494.716,15425.778,12077.89,6825.189
"9505","7am",17895.446,20502.603,15807.819,2414.306
"9506","7am",19331.048,15114.538,12521.069,3081.586
"9507","7am",27786.212,19679.549,13842.701,2349.453
"9508","7am",19382.191,33625.874,21964.705,10852.024
"9509","7am",12958.866,15674.996,17914.719,8997.654
"9510","7am",13222,24317.821,20745.977,10540.179
"9511","7am",11680.303,23855.375,18895.069,18599.85
"9512","7am",14600.949,17337.816,19837.808,14510.074
