"district","hour","age1","age2","age3","age4"
"7513","8am",14829.3077,21958.672,77761.426,19804.1
"7514","8am",14750.9201,33198.627,66445.007,22642.417
"7701","8am",10306.9328,24170.533,51433.32,7680.263
"7702","8am",10919.513,17939.942,61581.83,11933.259
"7703","8am",7945.7675,15008.744,37292.815,9407.82
"7704","8am",8653.2635,6831.964,34500.905,11820.602
"7705","8am",4840.71,3147.713,25993.133,4840.151
"7706","8am",3666.9085,5468.559,21454.822,8461.076
"7707","8am",3400.971,5466.376,24353.045,9442.537
"7708","8am",6972.3929,7274.044,27487.523,11635.537
"7709","8am",3377.4373,5073.325,29029.538,7212.479
"7710","8am",4760.451,8173.104,34684.755,9195.116
"7711","8am",7421.9078,5675.665,44033.827,10367.543
"7712","8am",4559.7166,9865.601,23938.058,9884.498
"7713","8am",2430.8697,2928.152,13909.645,5617.331
"7714","8am",5981.6201,7099.928,27230.131,13838.625
"7715","8am",1757.1023,3919.418,15658.65,7082.947
"7716","8am",6928.4457,11557.079,33715.171,6367.221
"7801","8am",6202.4959,8184.855,35721.6,11338.831
"7802","8am",3828.9232,8494.704,26788.074,13331.512
"7803","8am",7478.0084,8367.017,44634.734,15297.233
"7804","8am",4619.4226,4412.963,20513.249,9098.395
"7805","8am",6013.9775,12944.049,39612.105,12792.227
"7806","8am",3817.7419,11581.279,43425.938,13069.353
"7807","8am",5263.1387,6071.027,19220.632,9567.456
"7808","8am",3986.2308,5898.461,28113.737,5989.286
"7809","8am",5261.5274,10264.048,29926.631,7270.511
"7810","8am",718.0582,3081.713,9521.027,4488.943
"7811","8am",2764.0635,10788.358,31666.729,17413.809
"7812","8am",16331.2943,22747.152,65109.808,25914.362
"7813","8am",3853.7848,2467.602,18908.484,5269.266
"7814","8am",1319.2466,2695.332,9001.826,4387.357
"7815","8am",1273.6197,6074.867,15465.706,5369.556
"7816","8am",8355.8287,21334.4,59258.119,7459.035
"9101","8am",9961.8875,12202.448,28964.733,4692.223
"9102","8am",3118.6027,5528.955,24094.039,7297.638
"9103","8am",2453.5654,6445.109,29064.411,11003.498
"9104","8am",2581.0849,6435.8,18361.25,10197.002
"9105","8am",4702.1862,8932.92,39007.364,8836.143
"9106","8am",10624.4811,13552.26,37511.749,12567.039
"9107","8am",4763.5774,9042.96,37170.802,14468.837
"9108","8am",6215.2246,7496.875,21988.421,8812.929
"9109","8am",5212.1294,10155.85,33739.873,11254.956
"9110","8am",5007.6359,8781.078,26229.801,8755.849
"9111","8am",4940.4539,9469.891,32193.219,8917.59
"9112","8am",2427.1459,6263.989,22449.334,7757.523
"9113","8am",5892.7583,12382.802,38260.128,14255.736
"9114","8am",5830.249,4738.189,19009.134,7048.265
"9201","8am",12022.4363,19395.27,52594.638,15415.476
"9202","8am",8052.2139,12452.814,39153.09,12096.08
"9203","8am",12506.8932,28431.747,70962.232,24347.791
"9204","8am",11154.8719,17682.401,50847.766,11892.307
"9205","8am",10252.9764,24087.409,56810.528,14265.084
"9206","8am",7826.9152,11804.315,53636.362,13618.078
"9207","8am",5912.4941,7855.055,43828.813,15434.16
"9208","8am",7503.9145,14672.619,44971.011,16142.659
"9209","8am",11555.4651,24414.779,63099.791,18665.279
"9210","8am",10053.1935,18861.864,56417.601,22770.249
"9211","8am",8425.3329,20270.455,28940.664,13546.779
"9212","8am",6465.0089,11355.957,34103.252,15006.479
"9302","8am",3465.4361,7480.175,19143.162,9326.908
"9303","8am",11186.4831,18708.039,59207.45,13878.891
"9304","8am",6779.8461,20054.885,62728.943,15536.466
"9305","8am",5562.3849,10849.297,31336.858,12394.69
"9306","8am",7986.72,16713.44,36260.857,17034.916
