"secteur","hour","cs1","cs2","cs3","cs4","cs5"
9201,"5am","13.335724308041","21.9955328179504","26.9233393162098","24.0658691959276","13.6795343618712"
9202,"5am","13.4907167678634","24.8872293562327","24.1330571403601","23.8243401258916","13.6646566096524"
9203,"5am","16.7543036545998","17.5179413225538","13.0377393209455","26.4827086804802","26.207307021421"
9204,"5am","16.4624494646737","16.9665271290338","29.3251032244827","19.121606606308","18.1243135755019"
9205,"5am","6.17026317988261","14.3778178304711","21.4843219029453","24.2078178565365","33.7597792301645"
9206,"5am","12.1212750705692","19.6317703069403","14.5498742373137","28.6485362179054","25.0485441672715"
9207,"5am","15.8243064832187","7.50318591617634","17.777480229","28.254851517175","30.6401758544299"
9208,"5am","11.9488600806431","10.9085741223647","17.164550221399","30.1772790178651","29.800736557728"
9209,"5am","10.3800862152348","12.406706961608","23.0078964830606","29.9517550468105","24.2535552932863"
9210,"5am","10.8671930076332","16.3060006568649","13.2773502392968","26.9461736225475","32.6032824736577"
9211,"5am","13.0817765175088","20.4472783200688","28.207873219706","20.5807485685007","17.6823233742158"
9212,"5am","9.41719211002026","20.1576807402487","21.801173015563","26.4593244087572","22.1646297254107"
9302,"5am","9.5395112126863","29.1107851185332","33.1787056489304","20.8456370158169","7.32536100403317"
9303,"5am","26.3177801053352","28.3547935610075","17.993647888337","17.9474355643111","9.3863428810091"
9304,"5am","17.8860031833157","32.1411410572599","22.3927934282536","16.4458197723578","11.1342425588132"
9305,"5am","18.3049344203915","37.0449990014654","19.7767703116302","16.1176173169625","8.75567894955042"
9306,"5am","8.75833288186968","25.0778196912257","30.342670414159","24.1596851289065","11.661491883839"
9307,"5am","31.5165782569819","24.8319514911612","21.0631705801589","19.1172522822047","3.47104738949324"
9308,"5am","21.9489809450004","38.2851392401029","18.0849852516691","14.2704406401778","7.41045392304999"
9309,"5am","21.8357844085684","30.7472383021728","23.3375685951038","17.2805115194903","6.7988971746647"
9310,"5am","22.2872895297583","34.1164693576247","22.9351901252721","16.0781151451329","4.58293584221162"
9311,"5am","25.3865212402493","31.2252109373521","24.2210190458126","14.5693654101878","4.59788336639792"
9312,"5am","27.4106289680051","33.1455469350756","18.6243312083107","15.0339705485395","5.7855223400694"
9402,"5am","13.7893826083188","34.2485036704597","17.7083760197642","22.9956679452029","11.2580697562541"
9403,"5am","9.96436528666346","26.9502921722893","22.2306222794373","24.0889673747475","16.7657528868624"
9404,"5am","15.1013598197212","34.781905382302","21.5315987747385","19.6556467004356","8.92948932280261"
9405,"5am","8.74825920360996","21.3619817970079","27.3237143300176","32.6547332942721","9.91131137509222"
9406,"5am","16.9103796676865","33.2948878947115","20.0872588331127","19.9260120487308","9.78146155575853"
9407,"5am","12.5502166325385","23.1936423462202","19.8379396701704","26.9966913955397","17.4215099555311"
9408,"5am","9.41401253299884","17.9231137869027","17.8624123087618","33.5799536827393","21.2205076885974"
9409,"5am","8.86807055487423","14.6004761341995","17.9116490222027","32.5715126240991","26.0482916646247"
9410,"5am","15.8479846463671","22.2526077889456","30.0619534303014","21.2140430612954","10.6234110730906"
9411,"5am","20.6546124084196","29.0285224953881","27.1345992865755","14.777400559132","8.40486525048482"
9412,"5am","15.2585547936283","29.5653590935348","19.5576323704161","23.7382670435466","11.880186698874"
9413,"5am","17.3949181681529","32.6456078645963","25.9849552938009","17.5536143219134","6.42090435153646"
9414,"5am","16.8065794367816","19.3485825493426","26.5531062618584","25.5898614110119","11.7018703410056"
9501,"5am","9.80965051639762","26.2542143397882","30.115077264637","26.8944231189728","6.92663476020435"
9502,"5am","17.2613029056511","35.8015978384592","17.3639465771982","22.5472074215168","7.0259452571746"
9503,"5am","11.9694601558337","35.1487202695753","16.2273875641052","29.7896344883218","6.86479752216407"
9504,"5am","12.4150671487264","25.9525845790159","24.209111689027","24.733155376389","12.6900812068416"
9505,"5am","16.7448674197662","28.4042226547695","34.7611138281973","16.6858491695064","3.40394692776037"
9506,"5am","24.4122918659287","37.1697138140631","21.2886185846427","11.1454641660386","5.98391156932705"
9507,"5am","26.958086696233","44.2579770995014","18.3795288563654","8.29305573551347","2.11135161238678"
9508,"5am","25.5525098972661","27.4704044277192","28.2198440409606","12.9166312831846","5.84061035086952"
9509,"5am","13.9529352833591","24.4831646994155","24.3707553632953","31.5537520102358","5.63939264369433"
9510,"5am","13.3227333249847","21.8782393438851","28.1603459802337","26.4533810718171","10.1853002790794"
9511,"5am","6.84511431859814","19.5015496168754","27.5120402699975","29.9677523933","16.1735434012289"
9512,"5am","14.5814744351747","17.5758528407889","27.4999268613345","25.1449437659905","15.1978020967114"
9513,"5am","17.4499364315144","26.8821838453191","11.8354099855409","32.9785437460794","10.8539259915463"
7501,"6am","2.23127188111922","7.57572019877818","17.7303804838818","30.1090628099842","42.3535646262365"
7502,"6am","14.5018630481051","7.86174897856108","9.80699515256492","26.1642108810444","41.6651819397249"
7503,"6am","11.2016623436953","11.6862114447829","12.9105241731783","24.1396440956665","40.0619579426769"
7504,"6am","10.4900786422382","12.8886105211876","14.5862422267978","30.3035150083234","31.731553601453"
7505,"6am","11.1524411666987","14.0551922832187","13.3852828705214","25.7183705815249","35.6887130980367"
7506,"6am","10.6148801200183","12.0433997536576","22.2301992233096","19.3912228513784","35.7202980516359"
7507,"6am","11.0450999504417","12.4503427268701","19.5338688465436","24.0500583882841","32.9206300878608"
7508,"6am","9.30888095539402","8.44965803091936","18.9824131832613","25.9324250009923","37.3266228294331"
7509,"6am","11.6096718446379","12.7199310805422","12.4913446486055","31.0732394861677","32.1058129400469"
7510,"6am","15.8255509697983","10.3258275403357","9.33344665428166","28.5084600709402","36.0067147646441"
7511,"6am","14.4597682654092","13.0702024333882","10.3540827230306","25.5618847561098","36.554061822062"
7512,"6am","13.191410097782","20.042983250762","8.81105344058613","28.8898032298441","29.0647499810258"
7513,"6am","19.5043721340704","20.3586059320215","17.7227053784167","21.8560989393801","20.5582176161115"
7514,"6am","15.0579487712317","14.8782907652257","13.6538751147075","29.6646591649397","26.7452261838954"
7701,"6am","7.56021019322517","25.2223767970998","35.446066114924","21.988062198175","9.78328469657598"
7702,"6am","11.8635447122798","26.0404127672253","17.6201003394217","33.8777158357019","10.5982263453713"
7703,"6am","10.2430291047676","28.0190157190235","30.9037691264448","26.2958803675095","4.53830568225471"
7704,"6am","21.4932715787002","29.2757733465246","29.354489523156","14.9656578995947","4.91080765202458"
7705,"6am","6.01564330069982","39.2702811136424","29.1813400599687","24.5446174292593","0.988118096429744"
7706,"6am","16.4687137048628","33.2861362923596","25.8017913125433","21.6575518721306","2.78580681810387"
7707,"6am","22.6000199165416","30.5482601056195","23.039722191265","18.9248112879487","4.88718649862516"
7708,"6am","8.5161675889404","17.1297638347181","29.3658690090645","33.1459851853448","11.8422143819323"
7709,"6am","13.8903517629014","35.9530048709424","28.6976470752177","16.4449317245391","5.01406456639935"
7710,"6am","8.3452685947124","35.273535747935","22.7028483717489","24.5266085653914","9.15173872021219"
7711,"6am","9.44694664992478","28.1646379097053","38.6847219524766","9.01042661112839","14.693266876765"
7712,"6am","25.3249721850814","24.2968628895059","22.5881443366168","21.5943423668972","6.19567822189889"
7713,"6am","20.320635641313","30.1980494697311","23.4153880879215","19.2086167949843","6.85731000605004"
7714,"6am","16.7676859859294","22.1385971012937","24.470387613485","24.5523277828169","12.0710015164748"
7715,"6am","20.5282412442902","35.6978355226372","23.0754378158942","15.045104420434","5.65338099674438"
7716,"6am","13.5939939362049","28.0033947212526","28.9932483684835","21.4798042816606","7.92955869239835"
7801,"6am","5.41200217425816","31.614657976069","15.4887620602672","32.2793986734923","15.2051791159132"
7802,"6am","25.742935182696","3.94246929558392","21.3732767136629","30.8969437339454","18.0443750741119"
7803,"6am","11.9537501264059","14.2577940027332","28.145779685945","25.6477775890245","19.9948985958912"
7804,"6am","16.9258993127982","20.0549211914886","20.8977254395083","29.4133210784838","12.7081329777209"
7805,"6am","16.6780139462723","20.6906169440353","25.9686640156288","18.723568123451","17.9391369706124"
7806,"6am","13.4942116684325","33.4254121306662","24.2582107700893","22.1199331278763","6.70223230293552"
7807,"6am","28.1082999021699","23.4218676744217","24.7447512050894","18.5084561216362","5.21662509668269"
7808,"6am","16.9198480297603","28.2043384520178","25.0366523066426","22.6455685323861","7.19359267919314"
7809,"6am","14.9625577450661","18.9814832433517","26.5177731811073","28.878502152878","10.6596836775969"
7810,"6am","17.2062351828262","18.5604301927914","14.8386074750345","41.004943336517","8.38978381283097"
7811,"6am","12.0913106784318","16.4833501759237","15.0365626322861","36.3206897466496","20.0680867667088"
7812,"6am","16.1670358168134","9.58932089858145","17.5973120559711","31.4899295002558","25.1564017283785"
7813,"6am","24.2225163907048","15.9225140044134","23.244214565224","21.5005194864261","15.1102355532315"
7814,"6am","14.0749995147445","10.2565327538356","27.7193944066326","32.3400867704494","15.6089865543381"
7815,"6am","17.0251188458016","22.3239906103696","23.8789006013269","27.3171730498457","9.45481689265639"
7816,"6am","10.6958769254919","21.5808865495345","22.190281424651","27.4011844174642","18.1317706828588"
9101,"6am","17.8661953292156","28.52040145832","19.9612480979662","25.3303216282335","8.32183348626467"
9102,"6am","12.4454941164663","25.3360345483157","22.2334623503164","31.294510075717","8.69049890918459"
9103,"6am","13.6632530779277","29.2987456171518","20.5993083857784","25.0728109791197","11.3658819400221"
9104,"6am","10.635874420157","18.1684048414976","33.2314630362176","27.6309819849726","10.3332757171553"
9105,"6am","11.1015953790453","29.4266723568144","23.5700563426219","23.4104931772217","12.4911827442967"
9106,"6am","18.1734674199755","32.5581255488123","20.7743517264451","18.2388106389063","10.2552446658609"
9107,"6am","14.0970904033547","21.6566991298175","24.8729416272415","30.3800468545376","8.99322198504878"
9108,"6am","13.4165776736552","20.4777997962954","23.557421718056","27.8189513653726","14.7292494466205"
9109,"6am","6.44978441058927","29.121129918556","31.5399803674278","21.8838725797621","11.005232723665"
9110,"6am","20.5911094618948","35.3210607074424","22.6500846720836","16.8512082552034","4.58653690337562"
9111,"6am","17.5157123636516","27.4185230731031","21.544796976456","20.4094059608595","13.1115616259298"
9112,"6am","10.8034337343012","21.5766993703629","24.7999577083225","29.351683411598","13.4682257754154"
9113,"6am","7.77270629546692","19.009118233033","20.784391686706","33.59150113496","18.8422826498339"
9114,"6am","13.9759111110191","18.9689328533377","10.3158128366686","28.1566749903566","28.5826682086179"
9201,"6am","13.360938713774","22.552579528894","26.0268387641176","24.3542441697155","13.7053988234986"
9202,"6am","13.6217717370852","23.181120232261","25.7586068454454","23.641099875462","13.7974013097465"
9203,"6am","15.8442415571711","17.7575922287408","13.1707218995565","26.752827510305","26.4746168042267"
9204,"6am","16.3114125754644","16.1133347051611","28.7832163176324","20.5650724729659","18.2269639287761"
9205,"6am","6.18764382737496","13.5337106009985","22.3911456721057","24.0326247544638","33.8548751450571"
9206,"6am","12.2371798517806","19.7872102443761","14.743974151947","28.4002115913461","24.8314241605501"
9207,"6am","15.8802733682912","7.52972293656921","18.0151605265446","27.8263001511261","30.7485430174689"
9208,"6am","11.9373218041565","11.4446712989275","16.6979083880689","30.1481386825886","29.7719598262585"
9209,"6am","10.3987771331804","12.4108557736725","23.0493256866672","29.8438139121662","24.2972274943139"
9210,"6am","10.8807085783187","16.5537465923382","13.5392540351489","26.9796866846643","32.0466041095298"
9211,"6am","13.1445155843026","20.8371336710645","28.000077804896","20.2511466745866","17.7671262651503"
9212,"6am","9.27107342129602","20.2648249503209","21.5816963745938","26.5999637734416","22.2824414803478"
9302,"6am","10.0695811893197","27.7088461841964","33.0986822252032","21.4531071545258","7.66978324675515"
